ID,L1,L2,L3,N1,N2,N3,LA,NA
C18145,0.170774,0.437165,0.3920656,0.170774,0.437165,0.3920656,263.5207823,247.2676057
C18147,0.165608,0.443752,0.3906494,0.165608,0.443752,0.3906494,262.3206331,248.3082365
C18149,0.2265929,0.431257,0.342169,0.2265929,0.431257,0.342169,263.1009229,247.7632146
C18151,0.1482433,0.402914,0.4488372,0.1482433,0.402914,0.4488372,262.660758,246.0803362
C18153,0.2100141,0.436259,0.3537373,0.2100141,0.436259,0.3537373,263.8048153,248.0809044
C18155,0.2179278,0.475945,0.3061352,0.2179278,0.475945,0.3061352,262.1875674,248.1702581
C18157,0.1459945,0.316061,0.5379514,0.1459945,0.316061,0.5379514,263.5249591,248.408419
C18159,0.1516914,0.412744,0.4355718,0.1516914,0.412744,0.4355718,262.5810103,248.5897681
C18161,0.171548,0.449814,0.3786397,0.171548,0.449814,0.3786397,262.7599914,248.1998784
C18163,0.1667482,0.371561,0.4616962,0.1667482,0.371561,0.4616962,262.1932235,249.11078
C18165,0.1318277,0.451653,0.4165313,0.1318277,0.451653,0.4165313,263.2445514,247.8700917
C18167,0.1781348,0.365812,0.4560391,0.1781348,0.365812,0.4560391,262.9123676,249.5226151
C18169,0.1750194,0.429799,0.3951889,0.1750194,0.429799,0.3951889,262.4444357,246.2860061
C18171,0.1029958,0.437354,0.4596435,0.1029958,0.437354,0.4596435,262.2501967,247.8326931
C18173,0.1127142,0.362185,0.5250981,0.1127142,0.362185,0.5250981,262.3852543,248.0528301
C18175,0.2071737,0.456866,0.3359607,0.2071737,0.456866,0.3359607,261.451388,247.6400049
C18177,0.2088688,0.410999,0.3801395,0.2088688,0.410999,0.3801395,263.0921074,248.1990174
C18179,0.1323779,0.414477,0.4531436,0.1323779,0.414477,0.4531436,262.614411,249.2027035
C18181,0.164233,0.436105,0.3996605,0.164233,0.436105,0.3996605,263.4962832,248.5783918
C18183,0.138267,0.423634,0.4381143,0.138267,0.423634,0.4381143,262.4992011,246.8589982
C19001,0.1418499,0.42,0.4381533,0.1418499,0.42,0.4381533,262.8424334,247.5818194
C19003,0.1495766,0.399513,0.45091,0.1495766,0.399513,0.45091,263.1393841,248.0065228
C19005,0.1801906,0.402353,0.417459,0.1801906,0.402353,0.417459,263.3965509,247.8333631
C19007,0.1678218,0.368752,0.4634308,0.1678218,0.368752,0.4634308,263.1437055,248.8287017
C19009,0.1678064,0.417783,0.4144182,0.1678064,0.417783,0.4144182,263.5543415,247.1489564
C19011,0.1301576,0.367973,0.5018553,0.1301576,0.367973,0.5018553,263.1843437,247.5986463
C19013,0.1667683,0.347609,0.4856116,0.1667683,0.347609,0.4856116,263.4543482,247.3944737
C19015,0.1335402,0.356183,0.5102815,0.1335402,0.356183,0.5102815,263.7526773,248.5727193
C19017,0.0817694,0.358154,0.5600705,0.0817694,0.358154,0.5600705,262.5737005,248.39335
C19019,0.1332192,0.402752,0.4640189,0.1332192,0.402752,0.4640189,262.8151656,247.3762836
C19021,0.2904739,0.337372,0.3721469,0.2904739,0.337372,0.3721469,263.8829113,248.6175085
C19023,0.1222688,0.401556,0.4761792,0.1222688,0.401556,0.4761792,263.0967138,248.25861
C19025,0.1437115,0.371357,0.4849219,0.1437115,0.371357,0.4849219,263.7475355,247.8204493
C19027,0.1393713,0.393679,0.4669369,0.1393713,0.393679,0.4669369,262.6042072,246.9911898
C19029,0.1835192,0.417331,0.3991414,0.1835192,0.417331,0.3991414,262.9929146,248.2548467
C19031,0.1268038,0.371643,0.501555,0.1268038,0.371643,0.501555,263.2194511,248.0500449
C19033,0.1384282,0.335626,0.5259422,0.1384282,0.335626,0.5259422,263.2395863,248.7910152
C19035,0.1453559,0.362078,0.4925731,0.1453559,0.362078,0.4925731,262.6111471,247.9629316
C19037,0.1452196,0.428277,0.4265056,0.1452196,0.428277,0.4265056,263.4911405,248.9877342
C19039,0.1979272,0.423633,0.3784288,0.1979272,0.423633,0.3784288,263.8093824,247.7263618
C19041,0.1355673,0.358198,0.5062232,0.1355673,0.358198,0.5062232,263.7547201,247.3198425
C19043,0.1581181,0.432806,0.4090671,0.1581181,0.432806,0.4090671,262.9155691,247.9429792
C19045,0.147893,0.373647,0.4784475,0.147893,0.373647,0.4784475,263.2546653,247.0563401
C19047,0.3191518,0.383423,0.2974377,0.3191518,0.383423,0.2974377,262.9561263,248.6398616
C19049,0.0891338,0.252143,0.6587067,0.0891338,0.252143,0.6587067,262.1506096,247.9019382
C19051,0.2141112,0.388297,0.3975971,0.2141112,0.388297,0.3975971,262.5392186,247.8973367
C19053,0.1940274,0.380309,0.4256541,0.1940274,0.380309,0.4256541,262.7322692,248.5945315
C19055,0.1542287,0.423654,0.4221245,0.1542287,0.423654,0.4221245,264.707831,248.6858236
C19057,0.1556161,0.361079,0.4833062,0.1556161,0.361079,0.4833062,262.9679256,248.2280415
C19059,0.0918396,0.322189,0.5859723,0.0918396,0.322189,0.5859723,263.1363985,248.9513119
C19061,0.1427118,0.359493,0.4978046,0.1427118,0.359493,0.4978046,263.1834138,248.9020195
C19063,0.1851005,0.355796,0.459113,0.1851005,0.355796,0.459113,262.975785,249.0330178
C19065,0.1405563,0.389144,0.4703062,0.1405563,0.389144,0.4703062,262.8096276,248.7132473
C19067,0.1865576,0.365892,0.4475474,0.1865576,0.365892,0.4475474,262.6891168,248.2499566
C19069,0.1987683,0.385795,0.4154352,0.1987683,0.385795,0.4154352,262.2886705,248.4207384
C19071,0.1396511,0.367735,0.4926167,0.1396511,0.367735,0.4926167,262.9123021,248.2775636
C19073,0.1480354,0.378744,0.4732202,0.1480354,0.378744,0.4732202,262.2417271,248.4192347
C19075,0.1138714,0.356471,0.5296395,0.1138714,0.356471,0.5296395,263.3847535,247.6863971
C19077,0.144834,0.391566,0.4635964,0.144834,0.391566,0.4635964,262.7079403,246.3014338
C19079,0.1433502,0.338627,0.5180101,0.1433502,0.338627,0.5180101,261.8515978,248.9891118
C19081,0.1387989,0.373867,0.4873482,0.1387989,0.373867,0.4873482,262.531983,248.3341267
C19083,0.1369348,0.354375,0.5086936,0.1369348,0.354375,0.5086936,263.9932664,247.4123281
C19085,0.1645459,0.385822,0.4496329,0.1645459,0.385822,0.4496329,263.0026181,247.8996331
C19087,0.1603752,0.37792,0.4616959,0.1603752,0.37792,0.4616959,262.8108211,246.9762874
C19089,0.1860967,0.424707,0.3891948,0.1860967,0.424707,0.3891948,263.7526557,247.9250408
C19091,0.1512367,0.373587,0.4751721,0.1512367,0.373587,0.4751721,263.2150096,248.6456415
C19093,0.1355591,0.39968,0.4647567,0.1355591,0.39968,0.4647567,262.5588643,247.5698016
C19095,0.1578347,0.403131,0.4390371,0.1578347,0.403131,0.4390371,262.7632063,248.1029957
C19097,0.1686627,0.420539,0.4107865,0.1686627,0.420539,0.4107865,263.6084523,247.9745624
C19099,0.1499503,0.403147,0.4469046,0.1499503,0.403147,0.4469046,263.2354057,248.2139522
C19101,0.0936641,0.318904,0.5874412,0.0936641,0.318904,0.5874412,262.4291484,245.7940126
C19103,0.1205422,0.228056,0.6513942,0.1205422,0.228056,0.6513942,263.1553535,249.1749688
C19105,0.1423639,0.394422,0.463216,0.1423639,0.394422,0.463216,263.2230792,247.6475598
C19107,0.1393739,0.417997,0.4426374,0.1393739,0.417997,0.4426374,262.9866391,247.2872673
C19109,0.1212675,0.381413,0.4973229,0.1212675,0.381413,0.4973229,262.4153664,247.4175132
C19111,0.1748562,0.404999,0.420146,0.1748562,0.404999,0.420146,262.5123246,248.0355388
C19113,0.1143147,0.305759,0.5799376,0.1143147,0.305759,0.5799376,262.9013312,248.8693204
C19115,0.2408388,0.382385,0.3767792,0.2408388,0.382385,0.3767792,262.4053165,248.1036092
C19117,0.1625403,0.434356,0.4031234,0.1625403,0.434356,0.4031234,263.2742604,247.4598611
C19119,0.1351869,0.381664,0.4831395,0.1351869,0.381664,0.4831395,263.3735954,247.8596292
C19121,0.120418,0.379326,0.500254,0.120418,0.379326,0.500254,263.1765246,247.3932404
C19123,0.1384875,0.378742,0.4827673,0.1384875,0.378742,0.4827673,263.1189972,247.5607354
C19125,0.1399889,0.367637,0.4923643,0.1399889,0.367637,0.4923643,263.3876283,247.8535174
C19127,0.2274353,0.347787,0.4247777,0.2274353,0.347787,0.4247777,262.6423743,247.7258152
C19129,0.1413933,0.364007,0.4946113,0.1413933,0.364007,0.4946113,263.3891,248.0942991
C19131,0.1481908,0.42478,0.4270248,0.1481908,0.42478,0.4270248,262.6504609,248.4887513
C19133,0.1655382,0.396242,0.4382312,0.1655382,0.396242,0.4382312,262.7858134,247.5999968
C19135,0.1813679,0.442015,0.3766094,0.1813679,0.442015,0.3766094,264.828319,247.5732177
C19137,0.1742855,0.37119,0.4545119,0.1742855,0.37119,0.4545119,263.2616379,247.7235858
C19139,0.2102286,0.356856,0.4329136,0.2102286,0.356856,0.4329136,262.9242624,248.5028141
C19141,0.1474173,0.371377,0.4812036,0.1474173,0.371377,0.4812036,263.2023191,247.7958568
C19143,0.1885116,0.398664,0.4128145,0.1885116,0.398664,0.4128145,262.4492865,248.6918269
C19145,0.1676771,0.357882,0.474428,0.1676771,0.357882,0.474428,262.4010479,248.1237113
C19147,0.0994793,0.328002,0.5725332,0.0994793,0.328002,0.5725332,263.1163679,247.8657793
C19149,0.1312089,0.360596,0.5082047,0.1312089,0.360596,0.5082047,263.0654106,248.0033363
C19151,0.1514204,0.390257,0.4583268,0.1514204,0.390257,0.4583268,261.6094248,248.036935
C19153,0.1536813,0.2898556,0.5564636,0.1536813,0.2898556,0.5564636,262.6882755,248.1405913
C19155,0.1677502,0.361362,0.4708939,0.1677502,0.361362,0.4708939,263.0336656,247.8730817
C19157,0.1220635,0.390414,0.4875381,0.1220635,0.390414,0.4875381,262.5411363,248.063707
C19159,0.133475,0.379264,0.487249,0.133475,0.379264,0.487249,262.8450095,248.5062754
C19161,0.1605642,0.388846,0.4505846,0.1605642,0.388846,0.4505846,263.5901918,247.2813209
C19163,0.145072,0.322253,0.5326601,0.145072,0.322253,0.5326601,262.4896861,247.2047946
C19165,0.1611639,0.383884,0.4549484,0.1611639,0.383884,0.4549484,262.1035818,248.9768408
C19167,0.152315,0.334966,0.5127108,0.152315,0.334966,0.5127108,262.589287,249.162882
C19169,0.100106,0.239559,0.6603237,0.100106,0.239559,0.6603237,263.0285427,248.4736188
C19171,0.179848,0.401158,0.4189835,0.179848,0.401158,0.4189835,262.4326712,248.1975739
C19173,0.1711619,0.408763,0.4200665,0.1711619,0.408763,0.4200665,263.2165054,248.2908523
C19175,0.1506084,0.389683,0.4597149,0.1506084,0.389683,0.4597149,262.9258601,247.7776076
C19177,0.1970609,0.415497,0.3874462,0.1970609,0.415497,0.3874462,262.1881926,247.2810826
C19179,0.215195,0.376138,0.4086717,0.215195,0.376138,0.4086717,262.5538419,248.0049209
C19181,0.1075664,0.340693,0.5517229,0.1075664,0.340693,0.5517229,262.9774999,248.496795
C19183,0.1571923,0.38146,0.4613311,0.1571923,0.38146,0.4613311,262.4009483,247.5648674
C19185,0.188928,0.439409,0.3716632,0.188928,0.439409,0.3716632,263.9877449,248.459539
C19187,0.1563095,0.345531,0.4981646,0.1563095,0.345531,0.4981646,262.4553629,246.6618889
C19189,0.147895,0.347724,0.5043745,0.147895,0.347724,0.5043745,262.3706453,248.8084929
C19191,0.1195079,0.352637,0.5278606,0.1195079,0.352637,0.5278606,262.8271843,248.2666352
C19193,0.2244227,0.357274,0.4182933,0.2244227,0.357274,0.4182933,263.15448,248.4040229
C19195,0.1510748,0.363641,0.4852831,0.1510748,0.363641,0.4852831,263.0805716,248.0711499
C19197,0.1788572,0.366383,0.4547582,0.1788572,0.366383,0.4547582,262.7123791,248.2686106
C20001,0.1734275,0.341559,0.485021,0.1734275,0.341559,0.485021,263.1463972,247.860744
C20003,0.1754536,0.372692,0.4518394,0.1754536,0.372692,0.4518394,262.3095513,248.4171437
C20005,0.1748442,0.401072,0.4240865,0.1748442,0.401072,0.4240865,263.2052877,248.176506
C20007,0.1615519,0.367432,0.4710158,0.1615519,0.367432,0.4710158,262.7043077,247.5184059
C20009,0.2235364,0.339807,0.4366503,0.2235364,0.339807,0.4366503,262.4996928,248.5926626
C20011,0.1732214,0.320117,0.5066607,0.1732214,0.320117,0.5066607,262.3099386,248.0151209
C20013,0.1656318,0.38753,0.4468267,0.1656318,0.38753,0.4468267,261.8341331,247.5958559
C20015,0.1394235,0.298389,0.5621883,0.1394235,0.298389,0.5621883,263.0465274,248.0990406
C20017,0.1661674,0.320954,0.512873,0.1661674,0.320954,0.512873,263.2819446,248.0265632
C20019,0.1993851,0.385213,0.4154047,0.1993851,0.385213,0.4154047,263.4483633,247.7965845
C20021,0.2036731,0.356764,0.4395555,0.2036731,0.356764,0.4395555,264.1176904,248.1975874
C20023,0.1096756,0.332024,0.558289,0.1096756,0.332024,0.558289,263.5416318,247.9210179
C20025,0.1846493,0.29639,0.5189456,0.1846493,0.29639,0.5189456,262.7184145,246.7044724
C20027,0.1357774,0.330183,0.5340345,0.1357774,0.330183,0.5340345,262.9730824,249.0495088
C20029,0.1331723,0.339267,0.5275534,0.1331723,0.339267,0.5275534,262.2203127,248.5742526
C20031,0.1395678,0.372776,0.4876574,0.1395678,0.372776,0.4876574,263.0416195,247.858845
C20033,0.1476705,0.351183,0.5011537,0.1476705,0.351183,0.5011537,264.0983108,248.2730803
C20035,0.1878156,0.325975,0.4862163,0.1878156,0.325975,0.4862163,262.4375848,248.3391656
C20037,0.1667722,0.312851,0.5203855,0.1667722,0.312851,0.5203855,262.5129746,246.9452515
C20039,0.1395579,0.363983,0.4964471,0.1395579,0.363983,0.4964471,263.3802826,248.6374113
C20041,0.180774,0.369224,0.4499979,0.180774,0.369224,0.4499979,263.1372568,248.8503992
C20043,0.1600857,0.388795,0.4511257,0.1600857,0.388795,0.4511257,262.5336934,247.3888613
C20045,0.1167462,0.2428467,0.640417,0.1167462,0.2428467,0.640417,263.2307344,246.6433893
C20047,0.2514479,0.319649,0.4289041,0.2514479,0.319649,0.4289041,262.1985036,247.2860014
C20049,0.1844601,0.367905,0.4476448,0.1844601,0.367905,0.4476448,263.2395317,248.6496775
C20051,0.1266679,0.294493,0.578834,0.1266679,0.294493,0.578834,263.0506281,246.7221674
C20053,0.1669841,0.347781,0.4852243,0.1669841,0.347781,0.4852243,263.376056,246.888472
C20055,0.3833078,0.27978,0.3368956,0.3833078,0.27978,0.3368956,263.4192019,247.9739109
C20057,0.3989554,0.283836,0.3172175,0.3989554,0.283836,0.3172175,262.3113586,247.8674773
C20059,0.1524819,0.364412,0.4831129,0.1524819,0.364412,0.4831129,263.5001704,247.133828
C20061,0.2055309,0.315144,0.4793242,0.2055309,0.315144,0.4793242,262.8788436,248.4819633
C20063,0.1402429,0.369821,0.489938,0.1402429,0.369821,0.489938,262.5781767,246.7326316
C20065,0.0956602,0.361095,0.5432544,0.0956602,0.361095,0.5432544,263.4179118,247.7224989
C20067,0.39258,0.331571,0.2758436,0.39258,0.331571,0.2758436,262.7337449,246.9782136
C20069,0.2801108,0.307278,0.4126204,0.2801108,0.307278,0.4126204,262.8287372,248.6750613
C20071,0.1927481,0.329984,0.4772714,0.1927481,0.329984,0.4772714,262.8258782,247.1821916
C20073,0.1833138,0.367504,0.4491691,0.1833138,0.367504,0.4491691,262.6110093,247.1488798
C20075,0.290247,0.370136,0.3396152,0.290247,0.370136,0.3396152,263.4970019,246.7526926
C20077,0.186628,0.372354,0.4410152,0.186628,0.372354,0.4410152,262.5719204,247.4600983
C20079,0.1676731,0.306095,0.5262262,0.1676731,0.306095,0.5262262,263.2920283,249.0907183
C20081,0.3488787,0.2576917,0.3934411,0.3488787,0.2576917,0.3934411,263.37507,248.6600571
C20083,0.1043482,0.293032,0.6026123,0.1043482,0.293032,0.6026123,263.5496483,247.7205178
C20085,0.1366382,0.389066,0.4743077,0.1366382,0.389066,0.4743077,263.6039155,247.1428646
C20087,0.1579963,0.391371,0.4506257,0.1579963,0.391371,0.4506257,262.6059834,247.6021438
C20089,0.1574933,0.41109,0.4314137,0.1574933,0.41109,0.4314137,262.9457187,247.8272554
C20091,0.1011384,0.215242,0.6836096,0.1011384,0.215242,0.6836096,263.3177107,247.6138392
C20093,0.3082986,0.308388,0.3833153,0.3082986,0.308388,0.3833153,262.9350671,247.9656792
C20095,0.1559138,0.349623,0.4944607,0.1559138,0.349623,0.4944607,263.1475225,247.8758336
C20097,0.1456874,0.306547,0.5477539,0.1456874,0.306547,0.5477539,263.4967748,248.9976503
C20099,0.2095979,0.342093,0.4482956,0.2095979,0.342093,0.4482956,264.1614691,248.272705
C20101,0.1461917,0.325903,0.5279192,0.1461917,0.325903,0.5279192,263.0681031,248.6745593
C20103,0.1583744,0.321629,0.5199956,0.1583744,0.321629,0.5199956,263.6324375,248.554486
C20105,0.1226719,0.340056,0.537264,0.1226719,0.340056,0.537264,263.152208,248.4961329
C20107,0.194451,0.378699,0.4268407,0.194451,0.378699,0.4268407,262.9985841,247.8938786
C20109,0.1448474,0.332882,0.5222775,0.1448474,0.332882,0.5222775,263.9310874,248.9431798
C20111,0.2222977,0.338869,0.4388336,0.2222977,0.338869,0.4388336,263.1358728,247.7759728
C20113,0.1454564,0.317261,0.5372649,0.1454564,0.317261,0.5372649,262.2163298,247.2248207
C20115,0.1598173,0.364334,0.4758469,0.1598173,0.364334,0.4758469,263.4118178,247.1467837
C20117,0.1430719,0.408939,0.4479904,0.1430719,0.408939,0.4479904,263.2699809,247.9622377
C20119,0.22853,0.328129,0.4433289,0.22853,0.328129,0.4433289,262.9236429,247.6368169
C20121,0.1174983,0.335671,0.5468534,0.1174983,0.335671,0.5468534,263.5978688,247.754622
C20123,0.0986835,0.325779,0.5755417,0.0986835,0.325779,0.5755417,263.7530444,248.1792098
C20125,0.1880058,0.326428,0.4855491,0.1880058,0.326428,0.4855491,263.0336723,248.8672505
C20127,0.165757,0.372024,0.4622228,0.165757,0.372024,0.4622228,262.5855368,247.9487016
C20129,0.2258978,0.371917,0.4021925,0.2258978,0.371917,0.4021925,263.2310668,248.0312938
C2013,0.2254547,0.409461,0.3651013,0.2254547,0.409461,0.3651013,264.0019102,249.0139714
C20131,0.1587906,0.40988,0.4313216,0.1587906,0.40988,0.4313216,263.5978445,247.9967261
C20133,0.1826122,0.329868,0.4875317,0.1826122,0.329868,0.4875317,263.4161916,248.3609908
C20135,0.1486944,0.351123,0.5001907,0.1486944,0.351123,0.5001907,263.3123957,247.4706323
C20137,0.200203,0.348691,0.4511196,0.200203,0.348691,0.4511196,263.4111005,247.9448452
C20139,0.1650511,0.391053,0.4438796,0.1650511,0.391053,0.4438796,263.1257951,247.0892877
C20141,0.1394849,0.357927,0.5025982,0.1394849,0.357927,0.5025982,263.8259804,247.9145766
C20143,0.1085393,0.360757,0.5307131,0.1085393,0.360757,0.5307131,263.4914186,248.3443887
C20145,0.1794833,0.307205,0.5133021,0.1794833,0.307205,0.5133021,263.9989051,247.4721187
C20147,0.1337287,0.361016,0.5052657,0.1337287,0.361016,0.5052657,262.4973708,249.2047485
C20149,0.1218016,0.320541,0.5576651,0.1218016,0.320541,0.5576651,262.9639062,247.7977217
C20151,0.1585317,0.303448,0.5380391,0.1585317,0.303448,0.5380391,262.6441826,248.8659999
C20153,0.1076397,0.327662,0.5646911,0.1076397,0.327662,0.5646911,264.13173,248.3876412
C20155,0.1994223,0.324088,0.4764848,0.1994223,0.324088,0.4764848,262.981309,247.2000176
C20157,0.1063975,0.343245,0.5503452,0.1063975,0.343245,0.5503452,263.3208259,247.7157476
C20159,0.1904967,0.316986,0.4925302,0.1904967,0.316986,0.4925302,262.9193631,248.1939627
C2016,0.1906826,0.39571,0.4136125,0.1906826,0.39571,0.4136125,264.2684851,246.4582099
C20161,0.1242179,0.2262986,0.6494682,0.1242179,0.2262986,0.6494682,262.6296316,249.0012713
C20163,0.1537468,0.345477,0.5007791,0.1537468,0.345477,0.5007791,263.0777819,247.2557979
C20165,0.1504131,0.324242,0.5253461,0.1504131,0.324242,0.5253461,263.0644446,248.3890277
C20167,0.1754864,0.332826,0.4916899,0.1754864,0.332826,0.4916899,263.2887369,246.9025509
C20169,0.1969344,0.34643,0.4566284,0.1969344,0.34643,0.4566284,262.5769392,248.5458774
C20171,0.2062133,0.342957,0.4508406,0.2062133,0.342957,0.4508406,262.98809,247.2396106
C20173,0.2059819,0.299687,0.4943384,0.2059819,0.299687,0.4943384,263.5250897,248.0626164
C20175,0.4653329,0.296171,0.2384982,0.4653329,0.296171,0.2384982,262.5858319,246.5192168
C20177,0.1859866,0.326741,0.4872674,0.1859866,0.326741,0.4872674,262.9201263,246.9559225
C20179,0.1423122,0.336103,0.521593,0.1423122,0.336103,0.521593,262.8436244,248.4581507
C20181,0.1904129,0.324,0.4855949,0.1904129,0.324,0.4855949,262.8936387,248.0847151
C20183,0.1662368,0.354068,0.4796944,0.1662368,0.354068,0.4796944,263.0211781,248.2594761
C20185,0.2124356,0.315749,0.4717969,0.2124356,0.315749,0.4717969,261.9422346,248.0011784
C20187,0.2632129,0.297149,0.439629,0.2632129,0.297149,0.439629,263.2680188,248.6234599
C20189,0.2783747,0.337374,0.3842458,0.2783747,0.337374,0.3842458,262.7985036,247.403565
C20191,0.1677087,0.3503944,0.4818968,0.1677087,0.3503944,0.4818968,263.3903732,248.7349593
C20193,0.1040112,0.315899,0.5800813,0.1040112,0.315899,0.5800813,263.2967436,247.8382705
C20195,0.1155738,0.341074,0.5433675,0.1155738,0.341074,0.5433675,262.3567561,249.6453848
C20197,0.1179503,0.36673,0.5153316,0.1179503,0.36673,0.5153316,262.6002644,248.8298976
C20199,0.167851,0.335084,0.4970631,0.167851,0.335084,0.4970631,261.8401308,248.4499276
C2020,0.1245302,0.2747406,0.6007309,0.1245302,0.2747406,0.6007309,262.5901732,247.3183266
C20201,0.159728,0.366468,0.473805,0.159728,0.366468,0.473805,263.5717278,247.2587459
C20203,0.2704265,0.308167,0.4214037,0.2704265,0.308167,0.4214037,262.4904489,247.2221215
C20205,0.210697,0.369741,0.4195749,0.210697,0.369741,0.4195749,262.9961762,248.4603016
C20207,0.2081823,0.379835,0.411989,0.2081823,0.379835,0.411989,263.7945529,248.8638064
C20209,0.354995,0.3479786,0.2970259,0.354995,0.3479786,0.2970259,262.5194168,248.9220554
C2050,0.2645378,0.434952,0.3005281,0.2645378,0.434952,0.3005281,262.9575808,247.5625566
C2060,0.1278128,0.352884,0.5193,0.1278128,0.352884,0.5193,262.9053843,247.4312514
C2068,0.0411222,0.2700087,0.688876,0.0411222,0.2700087,0.688876,262.4573035,247.2917728
C2070,0.2000892,0.371248,0.4286757,0.2000892,0.371248,0.4286757,262.893995,248.2943666
C2090,0.1085359,0.263203,0.6282736,0.1085359,0.263203,0.6282736,264.2457515,248.341659
C2100,0.0921573,0.289872,0.6179625,0.0921573,0.289872,0.6179625,263.3367329,247.6611469
C21001,0.2853982,0.410914,0.3036788,0.2853982,0.410914,0.3036788,264.4965215,247.7005224
C21003,0.2758167,0.408337,0.3158314,0.2758167,0.408337,0.3158314,263.5235143,248.5903705
C21005,0.1796541,0.4248767,0.395469,0.1796541,0.4248767,0.395469,262.9105035,248.3919744
C21007,0.2070222,0.40563,0.3873512,0.2070222,0.40563,0.3873512,262.7866223,249.139376
C21009,0.2489756,0.43371,0.3173148,0.2489756,0.43371,0.3173148,263.5482001,247.5423786
C21011,0.3008539,0.436465,0.2626841,0.3008539,0.436465,0.2626841,263.0241391,247.3881864
C21013,0.3635657,0.41559,0.2208507,0.3635657,0.41559,0.2208507,263.9849196,248.4338359
C21015,0.1238016,0.334599,0.5415892,0.1238016,0.334599,0.5415892,263.9933693,248.7462972
C21017,0.2362271,0.411063,0.3527108,0.2362271,0.411063,0.3527108,262.9687619,247.5857928
C21019,0.1798254,0.391773,0.4283955,0.1798254,0.391773,0.4283955,263.5152206,247.1051155
C21021,0.2015687,0.397922,0.4005138,0.2015687,0.397922,0.4005138,262.9075398,247.8869677
C21023,0.2234255,0.456907,0.3196684,0.2234255,0.456907,0.3196684,263.5872379,248.8742205
C21025,0.3472747,0.399199,0.2535156,0.3472747,0.399199,0.2535156,263.0166522,247.262881
C21027,0.230749,0.461959,0.3072879,0.230749,0.461959,0.3072879,263.2889789,246.9207867
C21029,0.1867266,0.435728,0.377536,0.1867266,0.435728,0.377536,262.2162884,246.5810338
C21031,0.2917897,0.457071,0.2511303,0.2917897,0.457071,0.2511303,263.9355334,248.9079664
C21033,0.2217725,0.47149,0.3067424,0.2217725,0.47149,0.3067424,263.6070202,248.3201921
C21035,0.1725999,0.364551,0.4628569,0.1725999,0.364551,0.4628569,263.3571106,247.4975498
C21037,0.1455492,0.360422,0.4940333,0.1455492,0.360422,0.4940333,261.893145,248.0203941
C21039,0.2392765,0.38917,0.3715486,0.2392765,0.38917,0.3715486,262.7099618,248.1027071
C21041,0.3164508,0.432571,0.2509874,0.3164508,0.432571,0.2509874,263.0146047,248.5152731
C21043,0.2119551,0.438586,0.3494676,0.2119551,0.438586,0.3494676,263.6517522,249.7128469
C21045,0.3166488,0.411479,0.2718587,0.3166488,0.411479,0.2718587,263.4914936,248.1844521
C21047,0.2435658,0.383744,0.3726943,0.2435658,0.383744,0.3726943,263.5557961,247.6792204
C21049,0.2176115,0.402521,0.3798894,0.2176115,0.402521,0.3798894,263.2020773,248.2323228
C2105,0.1401049,0.348522,0.5113718,0.1401049,0.348522,0.5113718,263.485253,247.0134958
C21051,0.4332457,0.401001,0.1657649,0.4332457,0.401001,0.1657649,262.5332698,247.4309647
C21053,0.2965042,0.428676,0.2748178,0.2965042,0.428676,0.2748178,262.5668768,248.680184
C21055,0.2603418,0.42557,0.3140946,0.2603418,0.42557,0.3140946,263.0100989,247.4267878
C21057,0.2755303,0.400758,0.3237111,0.2755303,0.400758,0.3237111,262.5113277,248.1240823
C21059,0.1631183,0.400455,0.4364346,0.1631183,0.400455,0.4364346,263.1807389,248.182591
C21061,0.2560136,0.436712,0.3072667,0.2560136,0.436712,0.3072667,262.9927795,247.5522371
C21063,0.2518825,0.447836,0.3002823,0.2518825,0.447836,0.3002823,263.9782959,247.4518408
C21065,0.3243524,0.490113,0.1855302,0.3243524,0.490113,0.1855302,263.2991033,247.5494247
C21067,0.178341,0.289366,0.5323009,0.178341,0.289366,0.5323009,263.5336549,247.7736501
C21069,0.2925641,0.424908,0.2825284,0.2925641,0.424908,0.2825284,263.1226421,247.071143
C21071,0.2888911,0.4060077,0.3051004,0.2888911,0.4060077,0.3051004,263.1150955,247.2151675
C21073,0.184108,0.3564175,0.4594758,0.184108,0.3564175,0.4594758,262.1260841,247.5586416
C21075,0.3193503,0.405267,0.2753899,0.3193503,0.405267,0.2753899,263.9217151,249.2078692
C21077,0.2423172,0.464974,0.292691,0.2423172,0.464974,0.292691,262.6275489,247.8087895
C21079,0.2628084,0.419999,0.3171987,0.2628084,0.419999,0.3171987,262.1332475,248.2452003
C21081,0.2534318,0.472083,0.2744856,0.2534318,0.472083,0.2744856,263.1295584,247.7006469
C21083,0.2410681,0.412509,0.3464267,0.2410681,0.412509,0.3464267,262.350311,249.167499
C21085,0.2638107,0.451946,0.2842316,0.2638107,0.451946,0.2842316,263.0544399,248.4268139
C21087,0.2920133,0.460247,0.2477404,0.2920133,0.460247,0.2477404,263.2989941,248.5909119
C21089,0.1977615,0.408958,0.3932772,0.1977615,0.408958,0.3932772,262.4970354,247.3100665
C21091,0.1987945,0.462196,0.3390074,0.1987945,0.462196,0.3390074,264.1639416,247.4816218
C21093,0.1832931,0.366985,0.4497214,0.1832931,0.366985,0.4497214,263.9518426,248.5648794
C21095,0.3461054,0.404484,0.2494144,0.3461054,0.404484,0.2494144,263.3853605,248.4842194
