ID,L1,L2,L3,N1,N2,N3,LA,NA
C37135,0.1282475,0.250582,0.6211561,0.1282475,0.250582,0.6211561,263.0594284,247.9671985
C37137,0.2033043,0.370771,0.4259212,0.2033043,0.370771,0.4259212,262.1928503,247.385719
C37139,0.2383273,0.380494,0.3811739,0.2383273,0.380494,0.3811739,263.1380189,248.2995389
C37141,0.2199936,0.361434,0.4185811,0.2199936,0.361434,0.4185811,264.4559683,248.1779816
C37143,0.2355011,0.402911,0.3615844,0.2355011,0.402911,0.3615844,263.2763635,247.7764419
C37145,0.2495586,0.416197,0.3342367,0.2495586,0.416197,0.3342367,263.3451418,248.5123592
C37147,0.2301529,0.32397,0.4458837,0.2301529,0.32397,0.4458837,263.6141411,248.3642279
C37149,0.1719787,0.326231,0.5018029,0.1719787,0.326231,0.5018029,263.7312167,247.4035566
C37151,0.2538024,0.396454,0.3497395,0.2538024,0.396454,0.3497395,262.7383442,247.3724604
C37153,0.3064421,0.402034,0.2915319,0.3064421,0.402034,0.2915319,262.3992812,248.1644884
C37155,0.3376862,0.397179,0.2651457,0.3376862,0.397179,0.2651457,263.0991385,248.6488798
C37157,0.2649738,0.408419,0.3266024,0.2649738,0.408419,0.3266024,262.6038581,248.7251661
C37159,0.2379595,0.385216,0.376811,0.2379595,0.385216,0.376811,263.0391933,247.4328837
C37161,0.2491419,0.378921,0.3719224,0.2491419,0.378921,0.3719224,263.0270191,248.1952755
C37163,0.3425986,0.390335,0.2670787,0.3425986,0.390335,0.2670787,262.6789803,249.3341372
C37165,0.3287788,0.399744,0.2714643,0.3287788,0.399744,0.2714643,263.3609994,249.4920142
C37167,0.2100317,0.38918,0.4007816,0.2100317,0.38918,0.4007816,262.2956685,248.2441122
C37169,0.2262697,0.430772,0.3429659,0.2262697,0.430772,0.3429659,262.4452108,249.4320277
C37171,0.2633512,0.371476,0.3651803,0.2633512,0.371476,0.3651803,263.8282737,247.1335637
C37173,0.2534488,0.3815024,0.3650485,0.2534488,0.3815024,0.3650485,263.4748391,247.9758373
C37175,0.1612464,0.348586,0.4901551,0.1612464,0.348586,0.4901551,262.4425115,248.7848029
C37177,0.386637,0.438703,0.1746531,0.386637,0.438703,0.1746531,263.1545827,248.1693962
C37179,0.1612404,0.3261842,0.5125767,0.1612404,0.3261842,0.5125767,263.8375619,248.592469
C37181,0.3642902,0.418452,0.2172695,0.3642902,0.418452,0.2172695,262.6815401,247.0869924
C37183,0.1423474,0.26097,0.5966846,0.1423474,0.26097,0.5966846,263.7541419,248.0016684
C37185,0.342505,0.410243,0.2472711,0.342505,0.410243,0.2472711,262.7116741,248.3804796
C37187,0.3187002,0.42444,0.2568554,0.3187002,0.42444,0.2568554,262.9946525,247.8417346
C37189,0.1861435,0.290192,0.5236464,0.1861435,0.290192,0.5236464,264.248462,247.155228
C37191,0.2703734,0.360767,0.3688615,0.2703734,0.360767,0.3688615,263.2735281,247.5339799
C37193,0.2724073,0.387341,0.340249,0.2724073,0.387341,0.340249,263.2168793,247.0961892
C37195,0.3114937,0.393094,0.2954217,0.3114937,0.393094,0.2954217,262.6392254,247.1873648
C37197,0.2668788,0.396462,0.3366756,0.2668788,0.396462,0.3366756,262.6721517,247.6609025
C37199,0.2235375,0.392934,0.3835308,0.2235375,0.392934,0.3835308,263.7498905,247.8763232
C38001,0.0673028,0.349133,0.5835784,0.0673028,0.349133,0.5835784,262.0863808,246.7612622
C38003,0.1643267,0.346647,0.4890427,0.1643267,0.346647,0.4890427,262.3674379,247.7390568
C38005,0.2631182,0.340986,0.3959187,0.2631182,0.340986,0.3959187,263.2514653,248.2189644
C38007,0.1617019,0.345702,0.4925999,0.1617019,0.345702,0.4925999,263.6256483,248.2103091
C38009,0.1540477,0.34104,0.5048915,0.1540477,0.34104,0.5048915,264.0637702,247.6395094
C38011,0.1713949,0.34551,0.4831039,0.1713949,0.34551,0.4831039,262.3292189,247.7100098
C38013,0.1804735,0.316338,0.5031733,0.1804735,0.316338,0.5031733,262.7929008,249.3482761
C38015,0.1079914,0.281291,0.6107165,0.1079914,0.281291,0.6107165,262.1396663,248.3707842
C38017,0.1120453,0.2548278,0.6331258,0.1120453,0.2548278,0.6331258,263.8739716,247.5614919
C38019,0.1242105,0.317409,0.5583743,0.1242105,0.317409,0.5583743,262.6031033,248.3770991
C38021,0.1586977,0.310411,0.5309034,0.1586977,0.310411,0.5309034,262.983077,248.0403743
C38023,0.1588377,0.35506,0.4861047,0.1588377,0.35506,0.4861047,262.6410715,247.9695423
C38025,0.1489528,0.342396,0.5086587,0.1489528,0.342396,0.5086587,263.234496,249.4067073
C38027,0.1754184,0.331696,0.4928846,0.1754184,0.331696,0.4928846,262.1497612,247.7018537
C38029,0.1866148,0.377142,0.4362504,0.1866148,0.377142,0.4362504,262.5590831,247.8843821
C38031,0.1646463,0.319745,0.5155909,0.1646463,0.319745,0.5155909,263.6077504,248.164118
C38033,0.1426963,0.288064,0.5692352,0.1426963,0.288064,0.5692352,262.6388442,248.1244341
C38035,0.1305371,0.286878,0.5825931,0.1305371,0.286878,0.5825931,263.9861012,248.3708512
C38037,0.1633359,0.377266,0.4593947,0.1633359,0.377266,0.4593947,263.6936424,246.6579614
C38039,0.1812626,0.35047,0.4682631,0.1812626,0.35047,0.4682631,262.4759338,249.439318
C38041,0.1756704,0.372177,0.4521585,0.1756704,0.372177,0.4521585,263.5124312,247.5183211
C38043,0.123051,0.366199,0.5107476,0.123051,0.366199,0.5107476,262.2212747,248.6023058
C38045,0.1935085,0.333943,0.4725361,0.1935085,0.333943,0.4725361,262.5157857,249.1024008
C38047,0.1687491,0.412856,0.4183846,0.1687491,0.412856,0.4183846,262.8845303,247.9724677
C38049,0.1719768,0.361533,0.4665025,0.1719768,0.361533,0.4665025,262.3579861,246.5317085
C38051,0.2309309,0.34548,0.4235934,0.2309309,0.34548,0.4235934,262.3701465,248.9166056
C38053,0.1494464,0.329988,0.5205667,0.1494464,0.329988,0.5205667,262.9355596,247.6157392
C38055,0.1609386,0.361744,0.4773189,0.1609386,0.361744,0.4773189,262.264389,248.0476292
C38057,0.1512349,0.3228,0.525966,0.1512349,0.3228,0.525966,263.4097635,248.0639083
C38059,0.1418567,0.334897,0.5232396,0.1418567,0.334897,0.5232396,261.7650235,248.0287994
C38061,0.1498974,0.320882,0.5292255,0.1498974,0.320882,0.5292255,264.0550504,247.4704145
C38063,0.1412936,0.344089,0.5146183,0.1412936,0.344089,0.5146183,262.1319561,247.0706427
C38065,0.1729781,0.347933,0.4790749,0.1729781,0.347933,0.4790749,262.8788286,248.6062963
C38067,0.1685572,0.364689,0.4667468,0.1685572,0.364689,0.4667468,262.99692,248.4225934
C38069,0.2059992,0.363397,0.4306141,0.2059992,0.363397,0.4306141,263.6779403,248.0415207
C38071,0.161882,0.334533,0.5035929,0.161882,0.334533,0.5035929,264.3148259,248.573535
C38073,0.1668094,0.372973,0.4602119,0.1668094,0.372973,0.4602119,262.5442825,247.8576529
C38075,0.1471669,0.332879,0.5199519,0.1471669,0.332879,0.5199519,262.4996025,248.4859705
C38077,0.1429103,0.319923,0.5371833,0.1429103,0.319923,0.5371833,263.5430522,247.6468165
C38079,0.252777,0.2726812,0.4745353,0.252777,0.2726812,0.4745353,262.9079183,248.127471
C38081,0.1085921,0.335656,0.5557581,0.1085921,0.335656,0.5557581,262.9366119,248.1193906
C38083,0.21236,0.373739,0.4139045,0.21236,0.373739,0.4139045,262.3064406,248.01451
C38085,0.224311,0.338429,0.4372497,0.224311,0.338429,0.4372497,263.5584046,248.0906651
C38087,0.1811055,0.314171,0.5047344,0.1811055,0.314171,0.5047344,262.5709701,247.4493491
C38089,0.1344189,0.331536,0.5340442,0.1344189,0.331536,0.5340442,264.1127372,249.7967392
C38091,0.1290762,0.322378,0.5485505,0.1290762,0.322378,0.5485505,264.4661833,248.9263539
C38093,0.1463852,0.358625,0.4949702,0.1463852,0.358625,0.4949702,262.651507,247.9270102
C38095,0.1309608,0.346884,0.5221585,0.1309608,0.346884,0.5221585,263.1728415,249.0902271
C38097,0.1391799,0.2990208,0.5617987,0.1391799,0.2990208,0.5617987,262.7593669,248.0427547
C38099,0.1906099,0.372924,0.4364482,0.1906099,0.372924,0.4364482,263.2310694,248.0200543
C38101,0.1131035,0.32311,0.5637784,0.1131035,0.32311,0.5637784,263.6640465,247.3203977
C38103,0.1868579,0.356208,0.4569285,0.1868579,0.356208,0.4569285,262.6211773,248.352119
C38105,0.1479891,0.312625,0.5393838,0.1479891,0.312625,0.5393838,262.1115591,246.3890087
C39001,0.255253,0.457299,0.2874229,0.255253,0.457299,0.2874229,262.4154091,248.4366913
C39003,0.1837835,0.403035,0.4131907,0.1837835,0.403035,0.4131907,263.5456105,247.2227795
C39005,0.1641883,0.433033,0.4027827,0.1641883,0.433033,0.4027827,262.4016436,248.6306684
C39007,0.2187091,0.442287,0.3390091,0.2187091,0.442287,0.3390091,262.926568,247.1656303
C39009,0.1615038,0.354025,0.4844626,0.1615038,0.354025,0.4844626,262.7245184,247.4650419
C39011,0.1103679,0.440587,0.4490525,0.1103679,0.440587,0.4490525,263.5560426,248.5557985
C39013,0.1680382,0.426808,0.4051497,0.1680382,0.426808,0.4051497,263.9095722,247.4395147
