ID,N3,N3-CL,N3-CU,N3-CV,L1,L1-CL,L1-CU,L1-CV,L2,L2-CL,L2-CU,L2-CV,L3,L3-CL,L3-CU,L3-CV,N1,N1-CL,N1-CU,N1-CV,N2,N2-CL,N2-CU,N2-CV,LA,LA-CL,LA-CU,LA-CV,NA,NA-CL,NA-CU,NA-CV
C6017,0.4869,0.4361,0.5430,0.0540,0.1377,0.1055,0.1695,0.1154,0.2656,0.2191,0.3085,0.0853,0.5967,0.5556,0.6409,0.0359,0.1975,0.1592,0.2381,0.0997,0.3156,0.2640,0.3585,0.0751,277.5990,268.7201,286.8593,0.0164,266.7016,257.2875,276.2076,0.0179
C6019,0.2832,0.2274,0.3454,0.1046,0.3939,0.3491,0.4411,0.0591,0.2584,0.2003,0.3138,0.1099,0.3477,0.2946,0.3987,0.0770,0.4905,0.4446,0.5418,0.0492,0.2263,0.1664,0.2801,0.1326,241.5913,231.9746,250.9392,0.0200,225.0799,214.6228,235.5229,0.0234
C6021,0.2632,0.2025,0.3216,0.1075,0.3776,0.3370,0.4196,0.0554,0.3008,0.2494,0.3501,0.0860,0.3215,0.2733,0.3698,0.0757,0.4707,0.4275,0.5196,0.0478,0.2661,0.2102,0.3172,0.1005,241.2984,231.7722,250.6594,0.0195,227.1602,216.9163,237.3036,0.0225
C6023,0.4115,0.3476,0.4795,0.0796,0.1781,0.1336,0.2226,0.1246,0.2956,0.2315,0.3576,0.1094,0.5264,0.4676,0.5854,0.0565,0.2697,0.2180,0.3256,0.0971,0.3189,0.2503,0.3742,0.0993,269.1961,259.2150,278.9335,0.0186,254.5850,244.2281,265.0140,0.0208
C6025,0.1993,0.1262,0.2744,0.1850,0.5010,0.4364,0.5652,0.0645,0.2496,0.1719,0.3239,0.1557,0.2494,0.1790,0.3176,0.1413,0.5955,0.5312,0.6640,0.0552,0.2052,0.1184,0.2780,0.1925,224.8291,213.6573,236.0358,0.0253,206.9385,194.5462,219.4262,0.0299
C6027,0.3557,0.3027,0.4176,0.0792,0.2030,0.1676,0.2395,0.0896,0.3284,0.2774,0.3786,0.0781,0.4686,0.4201,0.5173,0.0518,0.2845,0.2378,0.3271,0.0767,0.3597,0.3042,0.4082,0.0711,262.3215,253.3433,271.6077,0.0177,249.5208,239.6077,259.3135,0.0199
C6031,0.2537,0.1955,0.3129,0.1139,0.4086,0.3634,0.4549,0.0560,0.2777,0.2227,0.3313,0.1004,0.3137,0.2614,0.3654,0.0838,0.5050,0.4587,0.5559,0.0473,0.2412,0.1804,0.2947,0.1188,237.8651,228.5120,247.5141,0.0205,222.0706,211.7909,232.4069,0.0236
C6033,0.3028,0.2344,0.3673,0.1067,0.2584,0.2169,0.2988,0.0824,0.3355,0.2763,0.3949,0.0895,0.4061,0.3535,0.4602,0.0680,0.3694,0.3214,0.4212,0.0665,0.3278,0.2650,0.3821,0.0911,254.0187,244.2212,263.6318,0.0190,237.9364,227.6053,248.4337,0.0219
C6035,0.2857,0.2159,0.3572,0.1215,0.2786,0.2258,0.3304,0.0945,0.3487,0.2776,0.4167,0.1004,0.3727,0.3090,0.4385,0.0870,0.3862,0.3296,0.4457,0.0730,0.3282,0.2596,0.3923,0.1003,250.0091,239.5102,260.4162,0.0210,235.8198,224.4181,247.0640,0.0242
C6039,0.2532,0.1958,0.3127,0.1145,0.4185,0.3725,0.4653,0.0564,0.2708,0.2144,0.3264,0.1066,0.3107,0.2581,0.3608,0.0855,0.5112,0.4627,0.5618,0.0481,0.2356,0.1732,0.2909,0.1258,237.4056,227.4812,247.4660,0.0207,221.6617,210.9483,231.6711,0.0236
C6041,0.5928,0.5371,0.6494,0.0455,0.1225,0.0883,0.1573,0.1407,0.1899,0.1441,0.2355,0.1241,0.6876,0.6438,0.7332,0.0331,0.1574,0.1187,0.2015,0.1323,0.2498,0.1951,0.2945,0.1039,286.4616,277.3978,295.6265,0.0158,277.5398,267.8212,287.2597,0.0178
C6043,0.3875,0.2920,0.4737,0.1114,0.1914,0.1257,0.2560,0.1750,0.3206,0.2329,0.4088,0.1397,0.4880,0.4092,0.5675,0.0825,0.2823,0.2119,0.3584,0.1295,0.3302,0.2454,0.4099,0.1230,263.4853,252.1458,274.9085,0.0222,250.0793,237.4590,262.7270,0.0254
C6045,0.3618,0.3062,0.4185,0.0767,0.2309,0.1961,0.2665,0.0754,0.3002,0.2518,0.3483,0.0815,0.4688,0.4218,0.5167,0.0505,0.3208,0.2780,0.3630,0.0640,0.3174,0.2602,0.3636,0.0820,261.1818,252.1688,270.3586,0.0176,246.2524,236.5424,255.8258,0.0197
C6047,0.2370,0.1729,0.2998,0.1308,0.4463,0.3964,0.4980,0.0579,0.2710,0.2083,0.3318,0.1172,0.2827,0.2246,0.3378,0.1025,0.5411,0.4908,0.5997,0.0505,0.2219,0.1554,0.2814,0.1432,233.7106,223.3897,243.7962,0.0218,217.8982,206.5025,228.5126,0.0251
C6049,0.3249,0.2699,0.3893,0.0975,0.2156,0.1753,0.2614,0.1010,0.3407,0.2801,0.3988,0.0881,0.4438,0.3893,0.5000,0.0637,0.3128,0.2623,0.3601,0.0742,0.3623,0.2967,0.4163,0.0846,262.1916,252.4385,272.0221,0.0191,247.6994,236.9930,258.4871,0.0217
C6051,0.3972,0.3134,0.4862,0.1073,0.2304,0.1645,0.2943,0.1457,0.2755,0.1881,0.3633,0.1614,0.4940,0.4168,0.5744,0.0805,0.3063,0.2302,0.3789,0.1184,0.2965,0.2104,0.3792,0.1397,260.2562,248.9742,271.6936,0.0221,248.0474,235.4520,260.6274,0.0257
C6053,0.2919,0.2259,0.3530,0.1046,0.4023,0.3555,0.4488,0.0598,0.2521,0.1925,0.3116,0.1179,0.3456,0.2891,0.3975,0.0800,0.4787,0.4287,0.5325,0.0535,0.2294,0.1683,0.2890,0.1280,240.4334,230.9192,250.0004,0.0202,227.0177,215.8449,237.5841,0.0237
C6055,0.4420,0.3818,0.5023,0.0660,0.2380,0.1977,0.2774,0.0870,0.2381,0.1855,0.2887,0.1115,0.5239,0.4733,0.5745,0.0483,0.2940,0.2468,0.3426,0.0789,0.2640,0.2086,0.3163,0.0993,264.5225,255.0813,274.1547,0.0183,253.5857,243.6946,263.5348,0.0198
C6057,0.5055,0.4476,0.5675,0.0581,0.1250,0.0878,0.1636,0.1535,0.2562,0.2015,0.3106,0.1089,0.6188,0.5676,0.6708,0.0421,0.1881,0.1427,0.2345,0.1226,0.3064,0.2471,0.3575,0.0911,279.7865,270.5408,289.0975,0.0169,268.5327,258.0978,278.9683,0.0193
C6061,0.5187,0.4676,0.5734,0.0506,0.1196,0.0889,0.1515,0.1298,0.2477,0.2048,0.2901,0.0875,0.6327,0.5925,0.6753,0.0332,0.1714,0.1337,0.2109,0.1139,0.3098,0.2591,0.3546,0.0784,281.7972,272.8888,290.5928,0.0159,271.3321,261.7955,280.8496,0.0179
C6063,0.4418,0.3766,0.5089,0.0721,0.1419,0.1002,0.1827,0.1489,0.2997,0.2386,0.3582,0.1002,0.5584,0.5058,0.6154,0.0495,0.2200,0.1698,0.2723,0.1138,0.3382,0.2730,0.3929,0.0868,273.3953,264.1109,283.1438,0.0179,260.7742,250.1500,271.4332,0.0203
C6069,0.3102,0.2511,0.3727,0.0986,0.3361,0.2897,0.3841,0.0714,0.2691,0.2094,0.3288,0.1121,0.3947,0.3380,0.4515,0.0727,0.4031,0.3465,0.4562,0.0663,0.2867,0.2209,0.3425,0.1080,247.5316,237.8353,257.4833,0.0199,234.2629,223.6430,244.8837,0.0227
C6071,0.2738,0.2217,0.3356,0.1075,0.3519,0.3109,0.3927,0.0588,0.2841,0.2337,0.3332,0.0894,0.3640,0.3160,0.4103,0.0656,0.4469,0.4002,0.4942,0.0512,0.2793,0.2222,0.3285,0.0999,244.8063,235.8418,254.1086,0.0189,228.3762,217.9937,238.2777,0.0223
C6075,0.5457,0.4848,0.6051,0.0524,0.1792,0.1421,0.2170,0.1082,0.2003,0.1497,0.2487,0.1256,0.6205,0.5716,0.6700,0.0399,0.2282,0.1873,0.2739,0.0984,0.2260,0.1693,0.2749,0.1181,278.1762,268.7653,287.8280,0.0169,268.5216,258.3772,278.3196,0.0189
C6079,0.4581,0.4041,0.5169,0.0600,0.1819,0.1490,0.2142,0.0904,0.2532,0.2068,0.2979,0.0913,0.5648,0.5222,0.6115,0.0394,0.2496,0.2100,0.2927,0.0830,0.2923,0.2402,0.3368,0.0843,271.5128,262.4218,280.3356,0.0166,259.1012,249.1645,268.9039,0.0189
C6087,0.4692,0.4148,0.5250,0.0568,0.2287,0.1946,0.2618,0.0735,0.2161,0.1706,0.2612,0.1043,0.5552,0.5109,0.6000,0.0402,0.2867,0.2496,0.3291,0.0712,0.2440,0.1912,0.2885,0.1003,268.1330,259.4455,277.0874,0.0167,256.0315,246.4795,265.4365,0.0188
C6089,0.4126,0.3524,0.4736,0.0723,0.1728,0.1340,0.2107,0.1127,0.3024,0.2480,0.3547,0.0907,0.5248,0.4756,0.5779,0.0493,0.2597,0.2132,0.3081,0.0892,0.3277,0.2661,0.3776,0.0857,269.6940,259.9765,279.0252,0.0180,255.9617,246.0162,266.3682,0.0201
C6091,0.4376,0.3861,0.4967,0.0627,0.1392,0.1068,0.1739,0.1183,0.3009,0.2527,0.3486,0.0800,0.5600,0.5154,0.6073,0.0411,0.2134,0.1715,0.2547,0.0939,0.3489,0.2956,0.3925,0.0715,274.5819,265.4594,283.4682,0.0169,262.3135,252.6920,271.9730,0.0187
C6093,0.4100,0.3464,0.4729,0.0736,0.1932,0.1539,0.2322,0.1023,0.2928,0.2371,0.3483,0.0973,0.5139,0.4617,0.5671,0.0520,0.2817,0.2373,0.3328,0.0844,0.3082,0.2456,0.3597,0.0945,268.0048,258.3285,277.4457,0.0178,253.8391,243.4664,264.2593,0.0204
C6095,0.3908,0.3421,0.4480,0.0691,0.2315,0.1994,0.2642,0.0709,0.2768,0.2330,0.3204,0.0795,0.4916,0.4504,0.5343,0.0438,0.3159,0.2736,0.3550,0.0625,0.2933,0.2434,0.3380,0.0808,262.9483,254.2999,272.1614,0.0170,249.3788,239.6235,258.7021,0.0190
C6097,0.4527,0.4015,0.5103,0.0577,0.2043,0.1718,0.2355,0.0790,0.2483,0.2049,0.2904,0.0874,0.5475,0.5063,0.5910,0.0388,0.2647,0.2233,0.3051,0.0744,0.2825,0.2322,0.3256,0.0810,268.9252,260.2873,277.5231,0.0160,257.4583,247.7912,266.9891,0.0189
C6099,0.2816,0.2276,0.3399,0.0988,0.3429,0.3036,0.3826,0.0580,0.2968,0.2469,0.3460,0.0856,0.3603,0.3117,0.4049,0.0662,0.4310,0.3856,0.4773,0.0516,0.2875,0.2332,0.3365,0.0927,246.0432,236.7923,255.1395,0.0187,231.3423,221.1705,241.0277,0.0218
C6101,0.3322,0.2811,0.3852,0.0771,0.3004,0.2672,0.3340,0.0558,0.2912,0.2471,0.3334,0.0749,0.4084,0.3658,0.4515,0.0519,0.3856,0.3473,0.4248,0.0489,0.2822,0.2314,0.3260,0.0832,253.0745,244.0856,261.9350,0.0175,239.7204,230.0727,249.1352,0.0201
C6103,0.2951,0.2383,0.3571,0.0983,0.2673,0.2316,0.3036,0.0696,0.3376,0.2865,0.3879,0.0757,0.3951,0.3464,0.4425,0.0609,0.3694,0.3276,0.4144,0.0575,0.3356,0.2792,0.3842,0.0808,253.3894,244.0826,262.4403,0.0182,237.9997,228.3095,247.8509,0.0208
C6105,0.3249,0.2511,0.4003,0.1108,0.1885,0.1380,0.2386,0.1348,0.3605,0.2883,0.4305,0.1006,0.4509,0.3861,0.5186,0.0738,0.2996,0.2388,0.3583,0.0972,0.3755,0.3013,0.4393,0.0901,261.6159,250.8769,272.0467,0.0204,245.9033,234.9122,256.8146,0.0228
C6107,0.2152,0.1491,0.2812,0.1526,0.4627,0.4071,0.5194,0.0618,0.2718,0.2008,0.3377,0.1272,0.2655,0.2034,0.3258,0.1178,0.5628,0.5087,0.6239,0.0512,0.2220,0.1478,0.2862,0.1599,231.3243,220.7986,241.8184,0.0229,214.2504,202.9520,225.4351,0.0264
C6109,0.3844,0.3192,0.4478,0.0806,0.1789,0.1370,0.2205,0.1188,0.3245,0.2650,0.3816,0.0914,0.4966,0.4432,0.5509,0.0549,0.2661,0.2167,0.3168,0.0928,0.3495,0.2882,0.4045,0.0830,266.1706,257.0618,276.3129,0.0183,252.8657,242.3945,263.0278,0.0209
C6111,0.4093,0.3568,0.4663,0.0657,0.2583,0.2256,0.2906,0.0635,0.2411,0.1991,0.2829,0.0876,0.5006,0.4584,0.5422,0.0423,0.3182,0.2771,0.3599,0.0625,0.2725,0.2225,0.3151,0.0871,261.6825,252.5399,270.7016,0.0172,249.4035,239.5881,259.0185,0.0192
C6113,0.4330,0.3793,0.4921,0.0645,0.2436,0.2068,0.2807,0.0777,0.2354,0.1854,0.2845,0.1067,0.5210,0.4727,0.5684,0.0466,0.3154,0.2752,0.3623,0.0693,0.2516,0.1917,0.3001,0.1128,265.0514,255.7951,274.2140,0.0174,251.3109,241.3471,261.2925,0.0200
C6115,0.3554,0.3039,0.4076,0.0698,0.2739,0.2434,0.3057,0.0581,0.2854,0.2450,0.3283,0.0748,0.4407,0.3998,0.4831,0.0478,0.3612,0.3257,0.3992,0.0503,0.2834,0.2336,0.3242,0.0801,257.0224,248.2902,265.7833,0.0171,243.0674,233.7177,252.5042,0.0194
C8001,0.2914,0.2320,0.3530,0.1039,0.2766,0.2378,0.3145,0.0699,0.3432,0.2885,0.4081,0.0873,0.3802,0.3206,0.4320,0.0747,0.3757,0.3299,0.4208,0.0599,0.3329,0.2738,0.3895,0.0829,252.0650,242.4358,261.4388,0.0194,237.9193,226.7176,248.1996,0.0227
C8003,0.2901,0.2212,0.3729,0.1286,0.3144,0.2613,0.3694,0.0858,0.3109,0.2385,0.3880,0.1218,0.3746,0.3044,0.4385,0.0919,0.4329,0.3770,0.4981,0.0680,0.2770,0.1983,0.3417,0.1382,248.3922,237.3257,258.9699,0.0222,230.2017,218.4498,241.7734,0.0255
C8007,0.4056,0.3538,0.4685,0.0716,0.1602,0.1235,0.1980,0.1154,0.3253,0.2715,0.3841,0.0868,0.5145,0.4575,0.5656,0.0524,0.2497,0.2037,0.2949,0.0885,0.3447,0.2868,0.3946,0.0798,270.3524,260.8384,279.6064,0.0177,257.5161,246.7846,267.8899,0.0204
C8009,0.3687,0.3098,0.4308,0.0789,0.2109,0.1729,0.2476,0.0894,0.3408,0.2867,0.4009,0.0851,0.4483,0.3938,0.4996,0.0596,0.3160,0.2715,0.3685,0.0755,0.3152,0.2485,0.3659,0.0939,263.5423,254.0440,273.1827,0.0183,250.0185,239.9683,260.1423,0.0204
C8011,0.1020,0.0343,0.1907,0.3961,0.3045,0.2474,0.3625,0.0949,0.4701,0.3918,0.5516,0.0852,0.2254,0.1505,0.2941,0.1636,0.4667,0.4021,0.5264,0.0657,0.4313,0.3492,0.5033,0.0901,236.7652,225.6382,247.6849,0.0239,215.7865,203.7192,227.9138,0.0284
C8013,0.5738,0.5128,0.6358,0.0521,0.1119,0.0743,0.1502,0.1737,0.2292,0.1703,0.2919,0.1374,0.6589,0.5988,0.7144,0.0448,0.1696,0.1270,0.2289,0.1491,0.2565,0.1869,0.3108,0.1231,285.8585,276.3770,295.2446,0.0167,275.6439,265.2351,286.0402,0.0190
C8014,0.5789,0.5219,0.6402,0.0492,0.0837,0.0493,0.1192,0.2105,0.2442,0.1898,0.3022,0.1178,0.6722,0.6153,0.7240,0.0412,0.1304,0.0889,0.1825,0.1717,0.2907,0.2318,0.3418,0.0966,289.1207,279.6173,298.7888,0.0166,280.5188,270.2900,290.4587,0.0183
C8015,0.3986,0.3464,0.4594,0.0704,0.1411,0.1051,0.1790,0.1285,0.3508,0.2980,0.4075,0.0797,0.5080,0.4529,0.5581,0.0522,0.2330,0.1900,0.2762,0.0919,0.3684,0.3130,0.4183,0.0711,271.3471,261.9925,280.6730,0.0171,259.1169,248.7209,269.2765,0.0199
C8017,0.3258,0.2629,0.3987,0.1117,0.1591,0.1142,0.2073,0.1473,0.3884,0.3229,0.4580,0.0883,0.4525,0.3857,0.5108,0.0704,0.2616,0.2062,0.3150,0.1049,0.4126,0.3424,0.4741,0.0802,266.9111,256.1166,276.9686,0.0196,253.1482,242.0401,264.3309,0.0224
C8019,0.5134,0.4563,0.5741,0.0567,0.0681,0.0319,0.1030,0.2658,0.3014,0.2458,0.3576,0.0946,0.6305,0.5751,0.6812,0.0429,0.1376,0.0933,0.1837,0.1577,0.3490,0.2888,0.3997,0.0797,285.4965,275.6215,295.0874,0.0170,275.0658,264.7485,285.2938,0.0189
C8021,0.2473,0.1800,0.3283,0.1538,0.3005,0.2450,0.3562,0.0927,0.3437,0.2699,0.4197,0.1107,0.3558,0.2856,0.4206,0.0969,0.4139,0.3556,0.4747,0.0699,0.3388,0.2612,0.4067,0.1118,247.1581,235.8834,258.1880,0.0227,229.1808,217.4905,240.7337,0.0263
C8023,0.2408,0.1664,0.3302,0.1718,0.3848,0.3199,0.4519,0.0868,0.2993,0.2118,0.3865,0.1473,0.3160,0.2345,0.3909,0.1254,0.5008,0.4359,0.5748,0.0674,0.2584,0.1676,0.3344,0.1711,239.8533,228.4330,251.5959,0.0247,220.6701,207.4568,232.8926,0.0295
C8025,0.1467,0.0708,0.2400,0.2826,0.3014,0.2423,0.3608,0.0997,0.4438,0.3616,0.5321,0.0964,0.2547,0.1775,0.3290,0.1527,0.4526,0.3880,0.5191,0.0693,0.4006,0.3137,0.4777,0.1033,239.5159,227.9562,250.5026,0.0240,219.9132,207.3833,232.1192,0.0283
C8027,0.4699,0.4031,0.5379,0.0698,0.1238,0.0771,0.1697,0.1897,0.3057,0.2379,0.3742,0.1135,0.5705,0.5075,0.6331,0.0557,0.2156,0.1624,0.2748,0.1269,0.3145,0.2423,0.3784,0.1066,276.7256,266.5227,286.9076,0.0183,264.1649,253.3345,274.6467,0.0209
C8029,0.2650,0.2113,0.3306,0.1164,0.1987,0.1618,0.2362,0.0953,0.4172,0.3640,0.4800,0.0699,0.3841,0.3248,0.4342,0.0725,0.3207,0.2757,0.3690,0.0707,0.4143,0.3552,0.4664,0.0674,258.1221,248.1147,267.7650,0.0192,242.4700,231.8102,252.6984,0.0217
C8031,0.4219,0.3674,0.4787,0.0664,0.2282,0.1945,0.2611,0.0739,0.2686,0.2193,0.3250,0.1018,0.5032,0.4483,0.5510,0.0520,0.3165,0.2764,0.3636,0.0655,0.2615,0.2052,0.3089,0.1017,265.7184,255.9899,275.3191,0.0179,252.0135,241.7687,262.0486,0.0200
C8033,0.3099,0.2491,0.3749,0.0981,0.1644,0.1252,0.2032,0.1195,0.4163,0.3604,0.4782,0.0729,0.4193,0.3593,0.4730,0.0684,0.2784,0.2332,0.3282,0.0824,0.4116,0.3496,0.4673,0.0715,263.1320,253.3172,273.2086,0.0192,249.2628,238.6869,259.6603,0.0213
C8037,0.4322,0.3622,0.5086,0.0839,0.1779,0.1199,0.2333,0.1623,0.2891,0.2123,0.3674,0.1374,0.5330,0.4636,0.6046,0.0676,0.2574,0.1913,0.3165,0.1173,0.3104,0.2343,0.3840,0.1171,267.7482,256.7896,278.4659,0.0205,255.7857,243.7028,267.6158,0.0235
C8039,0.4770,0.4226,0.5405,0.0609,0.0819,0.0481,0.1177,0.2110,0.3260,0.2751,0.3847,0.0859,0.5921,0.5353,0.6409,0.0456,0.1517,0.1095,0.1989,0.1396,0.3713,0.3154,0.4205,0.0715,282.5931,273.0405,292.0175,0.0168,272.5171,262.2907,282.9292,0.0188
C8041,0.4742,0.4193,0.5317,0.0591,0.1389,0.1063,0.1703,0.1152,0.2873,0.2399,0.3448,0.0916,0.5738,0.5204,0.6197,0.0440,0.2178,0.1780,0.2652,0.0932,0.3080,0.2522,0.3546,0.0857,276.9180,267.4945,286.1500,0.0170,264.7789,254.3125,274.7842,0.0194
C8043,0.2586,0.1947,0.3261,0.1278,0.2032,0.1575,0.2470,0.1109,0.4247,0.3608,0.4930,0.0796,0.3721,0.3084,0.4330,0.0856,0.3315,0.2794,0.3840,0.0758,0.4099,0.3442,0.4726,0.0772,255.8680,245.8543,266.6845,0.0202,240.0168,228.9309,251.1349,0.0234
C8045,0.3124,0.2539,0.3837,0.1057,0.2025,0.1591,0.2475,0.1104,0.3665,0.3031,0.4321,0.0888,0.4310,0.3679,0.4899,0.0709,0.3032,0.2475,0.3500,0.0862,0.3843,0.3196,0.4454,0.0807,259.8774,249.0652,270.1102,0.0202,246.1448,235.0045,256.8599,0.0228
C8047,0.4816,0.4180,0.5477,0.0659,0.0794,0.0322,0.1241,0.2901,0.3186,0.2515,0.3872,0.1066,0.6020,0.5385,0.6647,0.0519,0.1543,0.1031,0.2047,0.1641,0.3641,0.2986,0.4240,0.0847,281.1165,271.3274,291.1682,0.0178,270.0757,259.1879,280.5513,0.0200
C8049,0.3845,0.3184,0.4614,0.0927,0.1139,0.0622,0.1640,0.2279,0.3675,0.2979,0.4380,0.0996,0.5186,0.4512,0.5850,0.0653,0.2194,0.1584,0.2755,0.1347,0.3961,0.3213,0.4631,0.0887,271.9269,261.3403,282.6017,0.0198,257.8270,245.9269,269.3973,0.0227
C8051,0.5022,0.4385,0.5703,0.0651,0.1042,0.0567,0.1487,0.2239,0.2853,0.2173,0.3551,0.1222,0.6105,0.5464,0.6713,0.0518,0.1856,0.1315,0.2415,0.1468,0.3123,0.2434,0.3723,0.1062,280.8153,270.7538,291.0113,0.0183,268.2490,256.8598,279.0472,0.0208
C8053,0.4858,0.4301,0.5450,0.0575,0.1193,0.0841,0.1534,0.1475,0.3005,0.2472,0.3581,0.0940,0.5802,0.5238,0.6311,0.0459,0.1965,0.1544,0.2464,0.1139,0.3177,0.2535,0.3677,0.0884,279.0999,269.8183,288.4784,0.0169,268.1906,257.8878,277.9556,0.0188
C8055,0.3474,0.2879,0.4144,0.0923,0.2088,0.1671,0.2503,0.1016,0.3316,0.2705,0.3973,0.0961,0.4596,0.4001,0.5155,0.0644,0.3071,0.2594,0.3546,0.0769,0.3455,0.2827,0.4016,0.0876,260.9815,251.3123,270.9510,0.0188,245.8314,235.3886,256.3307,0.0215
C8057,0.2910,0.2332,0.3531,0.1025,0.2323,0.1949,0.2710,0.0837,0.3816,0.3265,0.4455,0.0795,0.3861,0.3247,0.4370,0.0737,0.3339,0.2875,0.3838,0.0685,0.3751,0.3151,0.4299,0.0757,257.0023,247.1594,266.6641,0.0190,243.4781,232.9261,253.9760,0.0215
C8059,0.4929,0.4399,0.5509,0.0551,0.1166,0.0852,0.1499,0.1393,0.2889,0.2386,0.3464,0.0942,0.5945,0.5397,0.6413,0.0438,0.1827,0.1445,0.2270,0.1098,0.3244,0.2692,0.3721,0.0803,280.2003,270.6001,289.4783,0.0168,269.5946,259.8832,279.6754,0.0185
C8061,0.3018,0.2414,0.3718,0.1106,0.1269,0.0806,0.1719,0.1816,0.4382,0.3746,0.5072,0.0784,0.4349,0.3696,0.4948,0.0744,0.2418,0.1881,0.2955,0.1081,0.4564,0.3864,0.5219,0.0716,265.6842,255.1518,276.0345,0.0198,251.4519,239.9635,262.2633,0.0224
C8063,0.2333,0.1783,0.2992,0.1362,0.2175,0.1800,0.2563,0.0900,0.4314,0.3756,0.4946,0.0705,0.3510,0.2897,0.4048,0.0826,0.3381,0.2895,0.3841,0.0711,0.4286,0.3675,0.4846,0.0667,254.2522,244.0020,264.1882,0.0199,239.1195,228.0919,249.7172,0.0226
C8065,0.2611,0.2037,0.3266,0.1224,0.2346,0.1950,0.2751,0.0874,0.3862,0.3297,0.4498,0.0791,0.3792,0.3208,0.4336,0.0763,0.3445,0.2929,0.3901,0.0709,0.3944,0.3343,0.4511,0.0737,253.8507,243.8234,263.7289,0.0199,238.4124,227.4700,248.8003,0.0227
C8067,0.4900,0.4339,0.5497,0.0578,0.1061,0.0707,0.1412,0.1678,0.2938,0.2411,0.3522,0.0962,0.6001,0.5448,0.6503,0.0443,0.1796,0.1361,0.2259,0.1195,0.3304,0.2749,0.3800,0.0821,280.3669,270.9309,289.6548,0.0169,269.0620,258.2289,279.4235,0.0195
C8071,0.3035,0.2389,0.3750,0.1109,0.2590,0.2113,0.3074,0.0929,0.3366,0.2712,0.4076,0.1031,0.4044,0.3376,0.4636,0.0812,0.3628,0.3123,0.4160,0.0704,0.3336,0.2646,0.3965,0.1000,253.5348,242.7613,263.5106,0.0206,237.3428,226.1344,247.9163,0.0233
C8073,0.1047,0.0261,0.1971,0.4261,0.2582,0.1930,0.3233,0.1270,0.5079,0.4198,0.6035,0.0927,0.2338,0.1463,0.3167,0.1881,0.4092,0.3336,0.4797,0.0875,0.4860,0.3944,0.5739,0.0924,241.8448,229.6931,254.0041,0.0254,223.6526,210.5048,236.4222,0.0295
C8075,0.3222,0.2675,0.3818,0.0881,0.2028,0.1677,0.2357,0.0853,0.3746,0.3238,0.4317,0.0732,0.4226,0.3695,0.4720,0.0609,0.3134,0.2714,0.3588,0.0674,0.3644,0.3088,0.4145,0.0726,260.7951,251.4036,269.8118,0.0179,246.2593,235.9400,256.4691,0.0207
C8077,0.3714,0.3163,0.4328,0.0772,0.1730,0.1397,0.2059,0.0985,0.3506,0.3014,0.4084,0.0779,0.4763,0.4214,0.5237,0.0544,0.2740,0.2325,0.3209,0.0777,0.3547,0.2978,0.4026,0.0753,267.1649,257.9856,276.5504,0.0175,253.3423,243.5966,262.7678,0.0194
C8079,0.4975,0.4082,0.5805,0.0844,0.1187,0.0522,0.1823,0.2818,0.2854,0.1961,0.3784,0.1642,0.5959,0.5149,0.6777,0.0700,0.2001,0.1311,0.2735,0.1785,0.3025,0.2104,0.3825,0.1409,276.7036,264.8991,287.9834,0.0211,264.6568,251.9533,276.9933,0.0242
C8081,0.2523,0.1950,0.3201,0.1342,0.1748,0.1327,0.2179,0.1246,0.4396,0.3795,0.5073,0.0737,0.3856,0.3226,0.4429,0.0799,0.2916,0.2393,0.3407,0.0896,0.4561,0.3908,0.5144,0.0671,259.6457,249.1673,269.7250,0.0202,244.9384,233.7361,255.3674,0.0224
C8083,0.3430,0.2851,0.4076,0.0888,0.1746,0.1341,0.2136,0.1152,0.3703,0.3111,0.4309,0.0823,0.4550,0.3972,0.5085,0.0623,0.2862,0.2373,0.3355,0.0837,0.3708,0.3085,0.4245,0.0786,264.4011,254.7250,273.7962,0.0182,249.6797,238.8407,259.9626,0.0212
C8085,0.2985,0.2400,0.3650,0.1064,0.2012,0.1628,0.2402,0.0966,0.3842,0.3292,0.4463,0.0770,0.4146,0.3579,0.4659,0.0670,0.3158,0.2700,0.3642,0.0728,0.3857,0.3238,0.4392,0.0764,260.0136,250.4338,269.8236,0.0187,244.3844,234.2016,254.7692,0.0211
C8087,0.2816,0.2122,0.3476,0.1175,0.2891,0.2396,0.3370,0.0850,0.3570,0.2875,0.4311,0.1029,0.3538,0.2838,0.4178,0.0978,0.3857,0.3328,0.4413,0.0701,0.3327,0.2668,0.3980,0.0966,249.6787,239.0867,260.5245,0.0213,236.8552,225.3228,247.8430,0.0242
C8089,0.3001,0.2360,0.3770,0.1166,0.2801,0.2297,0.3304,0.0906,0.3273,0.2583,0.3999,0.1106,0.3926,0.3253,0.4536,0.0836,0.3894,0.3382,0.4489,0.0700,0.3106,0.2362,0.3742,0.1170,252.5623,241.8754,263.4368,0.0213,235.6189,224.2207,246.5790,0.0238
C8091,0.5331,0.4743,0.5981,0.0583,0.0684,0.0267,0.1085,0.3034,0.2833,0.2233,0.3473,0.1118,0.6483,0.5892,0.7036,0.0454,0.1392,0.0892,0.1903,0.1793,0.3277,0.2638,0.3834,0.0936,286.5957,277.0727,296.6043,0.0173,275.5810,265.1843,285.7767,0.0193
