ID,N3,N3-CL,N3-CU,N3-CV,L1,L1-CL,L1-CU,L1-CV,L2,L2-CL,L2-CU,L2-CV,L3,L3-CL,L3-CU,L3-CV,N1,N1-CL,N1-CU,N1-CV,N2,N2-CL,N2-CU,N2-CV,LA,LA-CL,LA-CU,LA-CV,NA,NA-CL,NA-CU,NA-CV
C13051,0.3265,0.2771,0.3817,0.0813,0.2184,0.1813,0.2551,0.0850,0.3362,0.2899,0.3853,0.0725,0.4454,0.3983,0.4879,0.0511,0.3581,0.3155,0.3993,0.0581,0.3153,0.2623,0.3650,0.0801,261.5265,253.2197,268.9801,0.0153,243.6711,234.4912,252.1576,0.0181
C13077,0.3460,0.2864,0.3884,0.0816,0.1828,0.1517,0.2127,0.0814,0.3583,0.3191,0.4016,0.0575,0.4589,0.4183,0.4954,0.0422,0.2904,0.2566,0.3298,0.0591,0.3636,0.3220,0.4209,0.0748,266.2626,258.1997,274.0271,0.0149,251.9371,243.1386,260.1022,0.0170
C13089,0.3322,0.2787,0.3973,0.0849,0.2402,0.1997,0.2781,0.0839,0.3135,0.2632,0.3677,0.0856,0.4463,0.3968,0.4928,0.0545,0.3909,0.3383,0.4283,0.0616,0.2768,0.2197,0.3380,0.1078,262.3630,254.8352,269.7171,0.0144,244.2348,236.0989,252.5782,0.0174
C13121,0.4126,0.3578,0.4635,0.0643,0.1930,0.1557,0.2283,0.0944,0.2822,0.2353,0.3316,0.0859,0.5248,0.4813,0.5699,0.0431,0.3172,0.2699,0.3538,0.0663,0.2702,0.2237,0.3282,0.1018,271.7370,263.7919,279.1546,0.0144,255.0250,246.4520,263.3009,0.0167
C13129,0.2319,0.1615,0.2827,0.1473,0.2871,0.2472,0.3235,0.0673,0.3908,0.3403,0.4417,0.0664,0.3221,0.2787,0.3673,0.0693,0.4049,0.3614,0.4492,0.0547,0.3632,0.3164,0.4210,0.0851,252.4253,245.5042,259.4181,0.0141,236.8918,229.3583,244.3568,0.0158
C13149,0.1494,0.0896,0.1975,0.1921,0.2572,0.2195,0.2952,0.0736,0.4759,0.4257,0.5300,0.0547,0.2669,0.2178,0.3111,0.0882,0.4014,0.3519,0.4465,0.0565,0.4492,0.3990,0.5034,0.0604,247.0745,237.4693,255.8203,0.0187,230.5165,220.1006,240.0818,0.0217
C13171,0.2079,0.1531,0.2628,0.1319,0.2446,0.2084,0.2816,0.0751,0.4246,0.3759,0.4725,0.0576,0.3308,0.2853,0.3764,0.0691,0.4014,0.3547,0.4420,0.0549,0.3908,0.3484,0.4477,0.0718,253.3132,244.8068,261.4123,0.0166,234.0889,224.4305,242.9126,0.0196
C13213,0.1866,0.1023,0.2468,0.2080,0.3526,0.2949,0.4074,0.0810,0.4129,0.3417,0.4853,0.0899,0.2345,0.1747,0.2967,0.1326,0.4667,0.4016,0.5287,0.0658,0.3467,0.2785,0.4255,0.1188,245.2166,237.2694,253.6178,0.0172,232.0529,223.7234,240.6895,0.0188
C13319,0.0597,-0.0086,0.1392,0.6043,0.3101,0.2562,0.3640,0.0886,0.5083,0.4376,0.5786,0.0716,0.1816,0.1190,0.2443,0.1762,0.4996,0.4391,0.5558,0.0586,0.4406,0.3701,0.5170,0.0811,239.9160,230.4192,249.6070,0.0206,216.7081,205.9967,226.9487,0.0246
C15003,0.4497,0.3938,0.4987,0.0572,0.1550,0.1180,0.1945,0.1207,0.2978,0.2458,0.3469,0.0863,0.5472,0.5003,0.5957,0.0441,0.2227,0.1828,0.2658,0.0885,0.3276,0.2779,0.3803,0.0768,271.9033,263.6841,279.6793,0.0153,261.4315,252.5434,269.9895,0.0168
C17013,0.2874,0.2223,0.3347,0.1137,0.1602,0.1212,0.2000,0.1247,0.4410,0.3867,0.4963,0.0640,0.3988,0.3456,0.4507,0.0665,0.2749,0.2275,0.3188,0.0823,0.4377,0.3818,0.5071,0.0798,261.0631,252.1653,269.4408,0.0168,246.5408,236.6045,255.6950,0.0192
C17031,0.3590,0.3149,0.4034,0.0600,0.2535,0.2235,0.2840,0.0591,0.3001,0.2605,0.3416,0.0685,0.4463,0.4062,0.4828,0.0433,0.3676,0.3311,0.3989,0.0488,0.2734,0.2383,0.3190,0.0784,259.2609,252.7394,265.5376,0.0126,243.5653,236.4777,250.4717,0.0147
C17043,0.5192,0.4617,0.5610,0.0522,0.1272,0.0964,0.1585,0.1250,0.2570,0.2148,0.3018,0.0856,0.6158,0.5711,0.6566,0.0346,0.1880,0.1512,0.2300,0.0998,0.2928,0.2531,0.3455,0.0881,279.4761,271.3744,287.0926,0.0140,269.0047,260.3379,276.9890,0.0159
C17075,0.2800,0.2280,0.3258,0.0906,0.1822,0.1489,0.2184,0.0972,0.4210,0.3738,0.4694,0.0581,0.3968,0.3503,0.4411,0.0567,0.2992,0.2571,0.3367,0.0648,0.4208,0.3765,0.4771,0.0657,260.3906,252.9442,267.7618,0.0143,246.1687,238.4453,254.0294,0.0162
C17083,0.3764,0.3248,0.4216,0.0675,0.1345,0.1044,0.1618,0.1085,0.3846,0.3405,0.4293,0.0576,0.4809,0.4400,0.5229,0.0427,0.2270,0.1861,0.2569,0.0773,0.3966,0.3534,0.4498,0.0680,272.0277,265.4477,279.0085,0.0125,259.5764,252.7913,267.1864,0.0140
C17113,0.4678,0.3911,0.5162,0.0652,0.1172,0.0854,0.1507,0.1412,0.3030,0.2565,0.3487,0.0786,0.5798,0.5340,0.6246,0.0386,0.2067,0.1682,0.2551,0.0992,0.3255,0.2820,0.3807,0.0797,276.7698,268.3704,284.1987,0.0143,263.0776,254.1237,270.9665,0.0164
