ID,Total Population,% Male,% Female,% Hispanic,% White,% Black,% Asian,% Native Americans,% Hawaiian/Pacific Islander,% Other,% Less Than High School,% High School/GED,% More Than High School,% Speak English Not Well,% Foreign-Born entered U.S. after 2010,% Foreign-Born entered U.S. 1990-2009,% Foreign-Born entered U.S. after 1990,% Foreign-Born entered U.S. before 1990,% Below 100 Poverty,% Below 150 Poverty,% SNAP/Food Stamps,Median HH Income,% Employed,% Unemployed,% Not in Labor Force,% Management/Professional Occupation,% Service Occupation,% Sales/Office Occupation,% Natural Resources/Construction/Maitanance Occupation,% Military Occupation,% Production/Transportation/Moving Occupation,% No Health Insurance
13153,150341,0.486,0.514,0.066,0.617,0.299,0.030,0.004,0.000,0.049,0.093,0.289,0.618,0.158,0.095,0.415,0.510,0.178,0.167,0.267,0.130,55965.000,0.550,0.047,0.229,0.348,0.177,0.232,0.114,0.017,0.112,0.139
13155,9278,0.514,0.486,0.013,0.686,0.281,0.005,0.000,0.000,0.028,0.179,0.407,0.414,0.423,0.000,0.468,0.468,0.340,0.245,0.411,0.193,34677.000,0.415,0.035,0.324,0.325,0.166,0.182,0.105,0.000,0.222,0.175
13157,63851,0.494,0.506,0.071,0.877,0.069,0.017,0.001,0.000,0.036,0.172,0.330,0.498,0.241,0.077,0.440,0.518,0.342,0.125,0.207,0.117,57999.000,0.545,0.039,0.229,0.321,0.156,0.252,0.100,0.002,0.169,0.136
13159,13732,0.487,0.513,0.039,0.754,0.208,0.003,0.002,0.000,0.033,0.239,0.381,0.381,0.341,0.062,0.566,0.628,0.353,0.194,0.379,0.207,42067.000,0.486,0.040,0.265,0.243,0.139,0.192,0.197,0.000,0.229,0.140
13161,14999,0.494,0.506,0.114,0.767,0.168,0.000,0.000,0.000,0.065,0.230,0.365,0.406,0.299,0.099,0.577,0.676,0.205,0.206,0.378,0.177,37267.000,0.467,0.025,0.307,0.265,0.153,0.229,0.173,0.004,0.176,0.177
13163,15954,0.482,0.518,0.037,0.433,0.543,0.001,0.001,0.000,0.022,0.255,0.415,0.330,0.163,0.242,0.433,0.675,0.124,0.269,0.409,0.250,29640.000,0.436,0.042,0.308,0.225,0.169,0.196,0.128,0.000,0.282,0.180
13165,8929,0.479,0.521,0.064,0.612,0.358,0.009,0.015,0.000,0.008,0.213,0.424,0.363,0.240,0.466,0.380,0.846,0.126,0.307,0.469,0.225,27197.000,0.441,0.031,0.328,0.266,0.253,0.159,0.118,0.000,0.203,0.177
13167,9800,0.559,0.441,0.023,0.650,0.338,0.002,0.000,0.000,0.011,0.244,0.432,0.324,0.019,0.000,0.088,0.088,0.490,0.215,0.319,0.214,36423.000,0.473,0.066,0.250,0.234,0.170,0.193,0.133,0.000,0.270,0.175
13169,28540,0.486,0.514,0.015,0.730,0.249,0.007,0.002,0.000,0.012,0.117,0.384,0.499,0.000,0.014,0.394,0.408,0.341,0.142,0.246,0.146,55110.000,0.511,0.050,0.233,0.341,0.123,0.278,0.115,0.002,0.141,0.117
13171,18282,0.481,0.519,0.023,0.663,0.290,0.008,0.001,0.000,0.039,0.145,0.377,0.479,0.066,0.306,0.286,0.592,0.200,0.208,0.312,0.143,41157.000,0.438,0.060,0.302,0.315,0.178,0.228,0.081,0.006,0.191,0.167
13173,10388,0.501,0.499,0.055,0.739,0.241,0.003,0.000,0.000,0.017,0.201,0.333,0.466,0.132,0.026,0.269,0.295,0.088,0.287,0.376,0.219,31109.000,0.431,0.050,0.319,0.284,0.153,0.280,0.124,0.038,0.121,0.175
13175,47451,0.475,0.525,0.026,0.598,0.369,0.011,0.001,0.000,0.022,0.161,0.443,0.396,0.118,0.099,0.497,0.596,0.218,0.273,0.400,0.201,35202.000,0.436,0.025,0.328,0.314,0.191,0.229,0.100,0.002,0.165,0.129
13177,29216,0.497,0.503,0.027,0.745,0.195,0.025,0.001,0.001,0.033,0.111,0.290,0.599,0.066,0.100,0.428,0.527,0.230,0.116,0.187,0.113,65018.000,0.578,0.045,0.229,0.392,0.117,0.253,0.114,0.001,0.123,0.107
13179,62120,0.507,0.493,0.125,0.468,0.411,0.022,0.005,0.005,0.089,0.091,0.313,0.596,0.126,0.061,0.255,0.317,0.200,0.166,0.308,0.142,43493.000,0.470,0.065,0.238,0.253,0.196,0.205,0.107,0.105,0.134,0.127
13181,7768,0.470,0.530,0.015,0.664,0.322,0.002,0.001,0.000,0.010,0.170,0.439,0.391,0.094,0.021,0.380,0.401,0.099,0.230,0.319,0.163,37711.000,0.459,0.032,0.247,0.208,0.190,0.224,0.186,0.004,0.188,0.132
13183,17857,0.490,0.510,0.114,0.646,0.241,0.010,0.002,0.002,0.100,0.135,0.308,0.557,0.184,0.102,0.506,0.608,0.100,0.200,0.322,0.178,53083.000,0.449,0.095,0.295,0.280,0.174,0.195,0.130,0.058,0.162,0.180
13185,113941,0.490,0.510,0.054,0.579,0.363,0.019,0.002,0.000,0.035,0.156,0.294,0.550,0.162,0.179,0.407,0.586,0.135,0.250,0.367,0.195,39911.000,0.501,0.051,0.277,0.297,0.199,0.273,0.095,0.019,0.117,0.167
13187,31567,0.491,0.509,0.047,0.939,0.023,0.004,0.008,0.000,0.027,0.167,0.289,0.544,0.255,0.066,0.544,0.610,0.298,0.201,0.326,0.162,43039.000,0.521,0.034,0.249,0.286,0.209,0.241,0.109,0.004,0.152,0.135
13189,21488,0.467,0.533,0.029,0.548,0.405,0.005,0.000,0.008,0.034,0.188,0.396,0.415,0.126,0.026,0.406,0.432,0.212,0.260,0.360,0.223,40469.000,0.465,0.044,0.271,0.290,0.175,0.207,0.105,0.014,0.207,0.152
13191,14061,0.490,0.510,0.015,0.623,0.352,0.000,0.001,0.001,0.023,0.172,0.361,0.468,0.103,0.000,0.177,0.177,0.357,0.203,0.307,0.232,43285.000,0.438,0.048,0.234,0.237,0.191,0.273,0.126,0.000,0.174,0.163
13193,13675,0.553,0.447,0.042,0.349,0.593,0.016,0.004,0.000,0.036,0.272,0.338,0.390,0.101,0.114,0.256,0.370,0.449,0.286,0.429,0.274,30851.000,0.370,0.079,0.366,0.186,0.210,0.187,0.116,0.000,0.302,0.206
13195,28600,0.502,0.498,0.049,0.848,0.086,0.014,0.003,0.000,0.047,0.177,0.378,0.445,0.247,0.131,0.481,0.611,0.222,0.176,0.336,0.148,47653.000,0.502,0.045,0.251,0.300,0.151,0.219,0.141,0.000,0.189,0.146
13197,8558,0.492,0.508,0.017,0.596,0.357,0.007,0.000,0.005,0.035,0.229,0.370,0.401,0.334,0.078,0.307,0.386,0.316,0.231,0.352,0.217,39015.000,0.457,0.055,0.262,0.285,0.136,0.215,0.187,0.002,0.176,0.130
13199,21152,0.479,0.521,0.021,0.577,0.384,0.006,0.002,0.000,0.030,0.228,0.392,0.380,0.114,0.015,0.397,0.411,0.162,0.227,0.350,0.216,36368.000,0.445,0.042,0.277,0.241,0.158,0.196,0.164,0.000,0.241,0.145
13201,5884,0.490,0.510,0.004,0.686,0.304,0.000,0.008,0.000,0.002,0.179,0.390,0.431,0.000,0.000,0.000,0.000,0.107,0.233,0.355,0.219,37255.000,0.462,0.029,0.248,0.285,0.234,0.208,0.141,0.000,0.131,0.136
13205,22574,0.520,0.480,0.044,0.493,0.476,0.003,0.001,0.001,0.026,0.234,0.385,0.381,0.425,0.265,0.551,0.816,0.144,0.271,0.398,0.280,34122.000,0.406,0.079,0.322,0.275,0.201,0.214,0.105,0.000,0.205,0.196
13207,26795,0.503,0.497,0.024,0.736,0.236,0.008,0.001,0.000,0.019,0.158,0.358,0.484,0.161,0.063,0.434,0.497,0.309,0.133,0.233,0.115,50666.000,0.476,0.051,0.265,0.360,0.163,0.242,0.102,0.000,0.133,0.123
13209,8962,0.512,0.488,0.065,0.677,0.262,0.003,0.004,0.000,0.054,0.187,0.383,0.430,0.301,0.058,0.748,0.807,0.128,0.195,0.289,0.176,40308.000,0.447,0.035,0.325,0.287,0.203,0.202,0.149,0.000,0.159,0.144
13211,18013,0.475,0.525,0.031,0.741,0.236,0.001,0.001,0.000,0.021,0.134,0.347,0.519,0.396,0.021,0.520,0.541,0.190,0.134,0.214,0.158,59572.000,0.521,0.034,0.213,0.312,0.158,0.222,0.126,0.001,0.181,0.128
13213,39444,0.492,0.508,0.143,0.966,0.010,0.004,0.001,0.000,0.020,0.324,0.371,0.305,0.250,0.090,0.694,0.784,0.153,0.180,0.309,0.173,41617.000,0.524,0.043,0.260,0.168,0.144,0.239,0.132,0.000,0.318,0.180
13215,198647,0.490,0.510,0.075,0.445,0.456,0.024,0.004,0.002,0.069,0.126,0.277,0.597,0.154,0.145,0.291,0.436,0.237,0.217,0.322,0.190,43239.000,0.490,0.056,0.249,0.320,0.183,0.245,0.065,0.068,0.119,0.137
13217,105042,0.475,0.525,0.051,0.520,0.433,0.010,0.003,0.001,0.033,0.148,0.326,0.526,0.155,0.076,0.430,0.506,0.277,0.167,0.263,0.193,52784.000,0.555,0.056,0.231,0.292,0.172,0.256,0.102,0.000,0.178,0.129
13219,35972,0.491,0.509,0.048,0.887,0.054,0.041,0.001,0.000,0.017,0.057,0.210,0.734,0.168,0.039,0.448,0.486,0.221,0.069,0.124,0.051,77388.000,0.577,0.026,0.213,0.536,0.124,0.203,0.051,0.000,0.085,0.076
13221,14654,0.502,0.498,0.041,0.787,0.180,0.003,0.001,0.000,0.029,0.221,0.360,0.419,0.339,0.077,0.492,0.568,0.104,0.176,0.287,0.158,43938.000,0.509,0.032,0.236,0.299,0.136,0.195,0.138,0.002,0.230,0.132
13223,152399,0.489,0.511,0.058,0.763,0.186,0.010,0.002,0.000,0.039,0.099,0.330,0.571,0.126,0.069,0.505,0.574,0.275,0.097,0.181,0.097,63669.000,0.626,0.034,0.211,0.345,0.143,0.284,0.112,0.000,0.116,0.116
13225,27027,0.481,0.519,0.075,0.485,0.445,0.011,0.001,0.001,0.057,0.142,0.308,0.550,0.194,0.122,0.576,0.698,0.171,0.187,0.302,0.218,43645.000,0.492,0.047,0.280,0.290,0.178,0.229,0.176,0.002,0.126,0.144
13227,30343,0.496,0.504,0.030,0.957,0.005,0.005,0.001,0.000,0.032,0.163,0.288,0.549,0.128,0.049,0.402,0.451,0.345,0.098,0.185,0.114,61542.000,0.491,0.035,0.221,0.312,0.153,0.258,0.147,0.002,0.128,0.123
13229,19141,0.504,0.496,0.051,0.868,0.089,0.001,0.004,0.000,0.037,0.181,0.402,0.417,0.248,0.010,0.548,0.558,0.320,0.210,0.323,0.205,39863.000,0.477,0.034,0.280,0.309,0.166,0.180,0.164,0.000,0.181,0.171
13231,17919,0.492,0.508,0.015,0.880,0.103,0.002,0.000,0.000,0.015,0.110,0.411,0.479,0.073,0.166,0.412,0.578,0.224,0.123,0.187,0.124,52377.000,0.504,0.051,0.257,0.335,0.139,0.228,0.139,0.000,0.160,0.146
13233,41444,0.488,0.512,0.130,0.754,0.127,0.007,0.004,0.001,0.108,0.233,0.382,0.385,0.313,0.054,0.692,0.746,0.226,0.190,0.326,0.213,40652.000,0.526,0.042,0.236,0.208,0.154,0.229,0.142,0.001,0.266,0.160
13235,11396,0.434,0.566,0.036,0.634,0.347,0.000,0.002,0.000,0.017,0.199,0.401,0.400,0.000,0.000,0.549,0.549,0.152,0.218,0.347,0.180,38750.000,0.348,0.026,0.408,0.277,0.221,0.223,0.134,0.006,0.139,0.173
13237,21430,0.486,0.514,0.066,0.687,0.261,0.005,0.000,0.000,0.047,0.141,0.369,0.490,0.454,0.090,0.594,0.684,0.224,0.162,0.278,0.142,48340.000,0.486,0.036,0.208,0.260,0.234,0.211,0.102,0.001,0.191,0.160
13239,2140,0.479,0.521,0.006,0.425,0.507,0.050,0.000,0.002,0.016,0.297,0.386,0.317,0.189,0.000,0.756,0.756,0.244,0.228,0.387,0.253,26750.000,0.364,0.055,0.199,0.139,0.189,0.280,0.033,0.000,0.359,0.185
13241,16354,0.497,0.503,0.081,0.922,0.020,0.008,0.005,0.000,0.045,0.162,0.334,0.504,0.193,0.039,0.653,0.692,0.117,0.203,0.335,0.126,39297.000,0.413,0.027,0.252,0.332,0.194,0.209,0.165,0.001,0.098,0.218
13243,7206,0.496,0.504,0.017,0.367,0.597,0.014,0.000,0.000,0.021,0.263,0.351,0.386,0.000,0.000,0.911,0.911,0.089,0.351,0.501,0.273,30640.000,0.431,0.045,0.227,0.275,0.198,0.202,0.095,0.000,0.230,0.177
13245,201568,0.483,0.517,0.048,0.382,0.560,0.018,0.002,0.002,0.035,0.170,0.308,0.522,0.124,0.088,0.281,0.368,0.216,0.242,0.364,0.217,39430.000,0.472,0.064,0.268,0.290,0.211,0.247,0.091,0.041,0.119,0.144
13247,88482,0.472,0.528,0.102,0.421,0.518,0.020,0.001,0.002,0.038,0.131,0.323,0.547,0.247,0.060,0.523,0.584,0.312,0.163,0.279,0.125,54175.000,0.540,0.051,0.240,0.338,0.175,0.244,0.088,0.001,0.155,0.155
13249,5168,0.483,0.517,0.050,0.692,0.280,0.000,0.000,0.000,0.028,0.187,0.345,0.468,0.217,0.275,0.473,0.747,0.066,0.222,0.351,0.302,41267.000,0.470,0.081,0.238,0.321,0.160,0.214,0.136,0.000,0.169,0.165
13251,14037,0.491,0.509,0.018,0.558,0.417,0.005,0.003,0.000,0.017,0.180,0.408,0.411,0.186,0.103,0.292,0.395,0.321,0.226,0.394,0.201,36556.000,0.472,0.028,0.286,0.268,0.163,0.231,0.117,0.004,0.217,0.158
13253,8549,0.468,0.532,0.030,0.618,0.337,0.010,0.000,0.000,0.036,0.160,0.409,0.431,0.092,0.000,0.754,0.754,0.193,0.255,0.357,0.233,33999.000,0.377,0.032,0.324,0.344,0.222,0.186,0.073,0.000,0.175,0.180
13255,64192,0.484,0.516,0.043,0.629,0.333,0.009,0.004,0.000,0.024,0.194,0.382,0.424,0.109,0.088,0.478,0.566,0.278,0.216,0.352,0.200,42398.000,0.465,0.044,0.276,0.279,0.168,0.259,0.106,0.000,0.188,0.156
13257,25625,0.466,0.534,0.032,0.840,0.117,0.004,0.003,0.000,0.036,0.184,0.361,0.456,0.242,0.040,0.634,0.674,0.118,0.181,0.321,0.198,39756.000,0.452,0.064,0.251,0.283,0.206,0.209,0.098,0.001,0.204,0.152
13259,5832,0.620,0.380,0.203,0.277,0.503,0.022,0.003,0.000,0.195,0.343,0.383,0.274,0.568,0.503,0.391,0.894,0.096,0.415,0.557,0.255,22413.000,0.251,0.034,0.540,0.314,0.180,0.225,0.073,0.001,0.208,0.151
13261,30687,0.472,0.528,0.053,0.422,0.524,0.011,0.001,0.000,0.042,0.213,0.337,0.450,0.203,0.165,0.537,0.701,0.201,0.334,0.455,0.278,34219.000,0.457,0.054,0.292,0.315,0.170,0.208,0.093,0.001,0.213,0.141
13263,6423,0.472,0.528,0.023,0.421,0.566,0.005,0.001,0.000,0.007,0.208,0.430,0.362,0.277,0.000,0.138,0.138,0.299,0.169,0.333,0.171,37226.000,0.452,0.040,0.245,0.175,0.233,0.203,0.123,0.000,0.266,0.136
13265,1844,0.509,0.491,0.042,0.370,0.618,0.003,0.000,0.000,0.008,0.309,0.475,0.217,0.000,0.120,0.520,0.640,0.280,0.310,0.446,0.279,30500.000,0.361,0.038,0.355,0.195,0.215,0.171,0.182,0.000,0.238,0.178
13267,25402,0.586,0.414,0.108,0.600,0.292,0.002,0.003,0.000,0.102,0.256,0.389,0.354,0.175,0.153,0.475,0.628,0.094,0.237,0.388,0.236,36355.000,0.346,0.014,0.476,0.300,0.190,0.213,0.182,0.006,0.109,0.154
13269,8267,0.490,0.510,0.010,0.575,0.404,0.009,0.000,0.000,0.012,0.232,0.360,0.408,0.059,0.012,0.396,0.409,0.177,0.282,0.448,0.241,29875.000,0.410,0.070,0.297,0.279,0.210,0.204,0.130,0.000,0.177,0.190
13271,16339,0.583,0.417,0.116,0.546,0.429,0.000,0.000,0.000,0.025,0.296,0.474,0.230,0.583,0.185,0.589,0.774,0.222,0.277,0.433,0.231,28044.000,0.335,0.015,0.458,0.245,0.193,0.179,0.121,0.000,0.261,0.152
13273,8978,0.471,0.529,0.027,0.364,0.620,0.002,0.001,0.000,0.013,0.242,0.314,0.444,0.051,0.000,0.278,0.278,0.468,0.353,0.442,0.294,32219.000,0.445,0.054,0.278,0.218,0.181,0.273,0.121,0.000,0.207,0.207
13275,44909,0.472,0.528,0.035,0.600,0.358,0.008,0.001,0.000,0.031,0.175,0.312,0.513,0.206,0.112,0.462,0.573,0.161,0.195,0.344,0.195,41336.000,0.496,0.052,0.237,0.351,0.188,0.244,0.085,0.000,0.132,0.159
13277,40531,0.481,0.519,0.114,0.636,0.294,0.012,0.001,0.000,0.056,0.178,0.348,0.474,0.083,0.090,0.676,0.765,0.181,0.278,0.379,0.173,38728.000,0.514,0.021,0.284,0.318,0.165,0.238,0.132,0.000,0.147,0.197
13279,27160,0.468,0.532,0.116,0.627,0.255,0.009,0.000,0.000,0.108,0.194,0.389,0.418,0.278,0.052,0.756,0.808,0.101,0.244,0.406,0.235,35750.000,0.479,0.058,0.259,0.263,0.175,0.234,0.170,0.000,0.157,0.209
13281,11173,0.472,0.528,0.015,0.957,0.012,0.002,0.006,0.000,0.023,0.109,0.304,0.587,0.122,0.211,0.208,0.419,0.440,0.147,0.257,0.109,41182.000,0.358,0.026,0.234,0.302,0.249,0.265,0.093,0.000,0.092,0.129
13283,6752,0.503,0.497,0.021,0.697,0.297,0.000,0.000,0.000,0.006,0.237,0.357,0.406,0.596,0.427,0.323,0.750,0.080,0.210,0.328,0.219,39375.000,0.455,0.029,0.279,0.235,0.245,0.166,0.138,0.000,0.216,0.186
13285,69433,0.480,0.520,0.037,0.590,0.352,0.020,0.001,0.000,0.036,0.164,0.355,0.481,0.242,0.241,0.451,0.692,0.134,0.213,0.308,0.191,43597.000,0.527,0.052,0.241,0.286,0.158,0.217,0.086,0.001,0.253,0.133
13287,8036,0.490,0.510,0.046,0.554,0.429,0.004,0.002,0.000,0.011,0.235,0.377,0.388,0.356,0.019,0.808,0.826,0.000,0.279,0.367,0.238,42622.000,0.463,0.035,0.260,0.278,0.178,0.213,0.199,0.000,0.132,0.166
13289,8323,0.493,0.507,0.004,0.553,0.426,0.001,0.000,0.000,0.019,0.314,0.382,0.304,0.008,0.927,0.009,0.936,0.000,0.273,0.401,0.192,30629.000,0.357,0.024,0.369,0.206,0.181,0.221,0.191,0.001,0.200,0.165
13291,22262,0.488,0.512,0.031,0.971,0.008,0.007,0.004,0.000,0.010,0.113,0.346,0.541,0.256,0.010,0.376,0.387,0.248,0.128,0.229,0.092,42767.000,0.385,0.021,0.224,0.319,0.182,0.230,0.170,0.000,0.098,0.121
13293,26241,0.479,0.521,0.023,0.697,0.285,0.005,0.003,0.001,0.008,0.208,0.369,0.422,0.248,0.034,0.565,0.599,0.130,0.227,0.361,0.191,35375.000,0.451,0.059,0.270,0.299,0.164,0.235,0.105,0.001,0.197,0.149
13295,68609,0.494,0.506,0.020,0.923,0.043,0.007,0.001,0.000,0.026,0.187,0.371,0.443,0.164,0.241,0.283,0.524,0.194,0.172,0.297,0.144,43581.000,0.494,0.038,0.246,0.279,0.140,0.244,0.114,0.002,0.221,0.143
13297,88695,0.486,0.514,0.040,0.790,0.166,0.012,0.002,0.001,0.029,0.132,0.381,0.487,0.126,0.102,0.432,0.534,0.260,0.128,0.229,0.122,55876.000,0.546,0.042,0.222,0.287,0.152,0.279,0.143,0.000,0.138,0.121
13299,35688,0.502,0.498,0.040,0.653,0.297,0.011,0.004,0.000,0.034,0.176,0.413,0.410,0.050,0.048,0.502,0.550,0.197,0.248,0.371,0.215,36962.000,0.447,0.022,0.322,0.260,0.155,0.251,0.136,0.000,0.198,0.164
13301,5410,0.468,0.532,0.006,0.372,0.606,0.010,0.000,0.003,0.009,0.249,0.439,0.312,0.256,0.071,0.506,0.577,0.391,0.268,0.399,0.258,32860.000,0.448,0.038,0.262,0.218,0.129,0.278,0.114,0.000,0.261,0.164
13303,20506,0.504,0.496,0.023,0.450,0.531,0.006,0.000,0.000,0.014,0.213,0.418,0.369,0.244,0.049,0.600,0.649,0.108,0.271,0.368,0.239,38097.000,0.435,0.047,0.314,0.285,0.193,0.238,0.100,0.000,0.183,0.144
13305,29833,0.510,0.490,0.062,0.747,0.200,0.005,0.001,0.000,0.047,0.187,0.398,0.415,0.246,0.194,0.412,0.607,0.092,0.213,0.336,0.216,41534.000,0.428,0.047,0.335,0.310,0.161,0.202,0.161,0.001,0.165,0.188
13307,2627,0.506,0.494,0.021,0.494,0.488,0.000,0.001,0.000,0.016,0.191,0.491,0.319,0.451,0.154,0.359,0.513,0.000,0.195,0.310,0.237,36658.000,0.494,0.022,0.245,0.296,0.154,0.219,0.127,0.000,0.205,0.097
13309,7952,0.645,0.355,0.016,0.573,0.422,0.000,0.003,0.000,0.001,0.231,0.497,0.271,0.158,0.009,0.750,0.759,0.093,0.293,0.477,0.254,28490.000,0.253,0.027,0.561,0.143,0.206,0.176,0.196,0.000,0.279,0.219
13311,28509,0.485,0.515,0.031,0.945,0.021,0.005,0.002,0.000,0.027,0.148,0.317,0.535,0.168,0.068,0.222,0.291,0.490,0.177,0.259,0.128,43944.000,0.479,0.020,0.247,0.301,0.192,0.259,0.100,0.003,0.145,0.139
13313,103963,0.496,0.504,0.342,0.884,0.039,0.014,0.006,0.000,0.056,0.311,0.289,0.400,0.310,0.089,0.649,0.737,0.212,0.192,0.342,0.131,43871.000,0.555,0.049,0.224,0.222,0.118,0.221,0.091,0.001,0.348,0.197
13315,8896,0.590,0.410,0.043,0.625,0.355,0.000,0.003,0.000,0.017,0.193,0.498,0.309,0.297,0.132,0.583,0.716,0.235,0.218,0.347,0.200,35457.000,0.308,0.026,0.469,0.290,0.238,0.166,0.159,0.000,0.148,0.164
13317,9905,0.479,0.521,0.046,0.528,0.425,0.008,0.000,0.000,0.039,0.214,0.416,0.370,0.428,0.397,0.362,0.759,0.118,0.265,0.395,0.211,34234.000,0.440,0.037,0.251,0.242,0.234,0.154,0.099,0.004,0.267,0.161
13319,9147,0.479,0.521,0.027,0.588,0.382,0.000,0.001,0.001,0.028,0.174,0.521,0.305,0.137,0.017,0.579,0.596,0.107,0.233,0.336,0.169,38711.000,0.414,0.042,0.320,0.234,0.166,0.255,0.166,0.000,0.179,0.101
13321,20809,0.489,0.511,0.020,0.689,0.282,0.003,0.009,0.000,0.017,0.219,0.391,0.390,0.047,0.047,0.158,0.205,0.438,0.215,0.327,0.257,40369.000,0.455,0.051,0.271,0.271,0.165,0.233,0.155,0.001,0.176,0.174
15001,196325,0.498,0.502,0.125,0.339,0.006,0.222,0.004,0.131,0.298,0.077,0.311,0.611,0.124,0.143,0.401,0.543,0.312,0.174,0.262,0.195,56395.000,0.495,0.038,0.237,0.323,0.235,0.250,0.112,0.002,0.079,0.060
15003,990060,0.504,0.496,0.096,0.211,0.023,0.429,0.001,0.094,0.241,0.086,0.262,0.652,0.199,0.125,0.369,0.495,0.348,0.091,0.146,0.100,80078.000,0.544,0.027,0.176,0.344,0.199,0.238,0.091,0.045,0.083,0.040
15005,86,0.477,0.523,0.047,0.209,0.000,0.314,0.000,0.337,0.140,0.127,0.253,0.620,0.250,0.000,0.000,0.000,0.500,0.127,0.139,0.057,61750.000,0.726,0.000,0.083,0.203,0.375,0.203,0.000,0.031,0.188,0.078
15007,71093,0.497,0.503,0.108,0.328,0.007,0.348,0.005,0.094,0.218,0.082,0.312,0.606,0.159,0.144,0.405,0.549,0.352,0.091,0.163,0.094,72330.000,0.579,0.027,0.166,0.287,0.293,0.224,0.105,0.004,0.086,0.057
15009,164094,0.499,0.501,0.110,0.355,0.006,0.290,0.002,0.107,0.241,0.079,0.315,0.607,0.154,0.129,0.435,0.564,0.336,0.100,0.163,0.105,72762.000,0.593,0.032,0.171,0.290,0.283,0.237,0.103,0.002,0.085,0.060
16001,435117,0.501,0.499,0.079,0.909,0.013,0.026,0.005,0.002,0.045,0.053,0.224,0.723,0.161,0.181,0.467,0.647,0.190,0.118,0.186,0.083,60151.000,0.606,0.027,0.198,0.430,0.163,0.250,0.070,0.002,0.085,0.091
16003,3946,0.512,0.488,0.033,0.958,0.003,0.000,0.012,0.002,0.025,0.109,0.372,0.519,0.057,0.101,0.304,0.405,0.481,0.138,0.299,0.080,42727.000,0.400,0.040,0.242,0.332,0.196,0.209,0.136,0.000,0.126,0.158
16005,84113,0.498,0.502,0.083,0.899,0.006,0.014,0.031,0.002,0.048,0.080,0.260,0.660,0.068,0.306,0.306,0.612,0.223,0.176,0.286,0.154,47390.000,0.553,0.038,0.237,0.357,0.180,0.252,0.089,0.001,0.121,0.095
16007,5942,0.493,0.507,0.041,0.952,0.008,0.007,0.002,0.000,0.031,0.063,0.385,0.553,0.219,0.092,0.261,0.353,0.430,0.145,0.240,0.065,50603.000,0.509,0.020,0.208,0.235,0.198,0.249,0.175,0.000,0.143,0.101
16009,9050,0.505,0.495,0.034,0.872,0.002,0.010,0.089,0.002,0.025,0.137,0.391,0.472,0.041,0.070,0.470,0.540,0.210,0.158,0.282,0.145,43472.000,0.431,0.050,0.248,0.224,0.217,0.170,0.152,0.000,0.238,0.152
16011,45369,0.501,0.499,0.179,0.832,0.003,0.009,0.061,0.000,0.094,0.132,0.309,0.559,0.168,0.077,0.359,0.436,0.445,0.131,0.273,0.123,51307.000,0.572,0.031,0.210,0.306,0.179,0.209,0.153,0.002,0.151,0.128
16013,21583,0.512,0.488,0.210,0.936,0.003,0.011,0.000,0.004,0.045,0.113,0.215,0.672,0.298,0.296,0.408,0.704,0.226,0.148,0.226,0.067,58835.000,0.627,0.022,0.144,0.311,0.284,0.204,0.127,0.000,0.073,0.162
16015,6968,0.528,0.472,0.041,0.945,0.002,0.011,0.014,0.001,0.027,0.065,0.284,0.652,0.031,0.188,0.300,0.488,0.300,0.113,0.213,0.093,49964.000,0.429,0.028,0.268,0.409,0.134,0.245,0.100,0.000,0.113,0.105
16017,41855,0.501,0.499,0.029,0.953,0.002,0.007,0.007,0.001,0.030,0.089,0.303,0.609,0.049,0.078,0.253,0.331,0.427,0.140,0.249,0.116,45607.000,0.461,0.023,0.248,0.270,0.192,0.225,0.143,0.000,0.171,0.136
16019,110404,0.499,0.501,0.127,0.893,0.005,0.009,0.004,0.002,0.088,0.085,0.262,0.653,0.166,0.108,0.486,0.594,0.282,0.119,0.238,0.135,54150.000,0.584,0.023,0.220,0.358,0.167,0.240,0.104,0.001,0.130,0.099
16021,11323,0.499,0.501,0.046,0.940,0.002,0.005,0.014,0.004,0.035,0.103,0.372,0.525,0.244,0.236,0.168,0.405,0.263,0.183,0.295,0.119,39512.000,0.429,0.017,0.296,0.264,0.226,0.201,0.153,0.000,0.156,0.221
16023,2613,0.517,0.483,0.025,0.964,0.025,0.000,0.000,0.000,0.010,0.079,0.364,0.557,0.000,0.119,0.000,0.119,0.548,0.162,0.241,0.103,43207.000,0.426,0.033,0.297,0.324,0.161,0.183,0.163,0.000,0.169,0.132
16025,886,0.500,0.500,0.093,0.959,0.000,0.000,0.000,0.000,0.041,0.095,0.326,0.579,0.178,0.000,0.735,0.735,0.204,0.223,0.336,0.078,36667.000,0.530,0.026,0.175,0.312,0.165,0.185,0.269,0.000,0.069,0.203
16027,207027,0.495,0.505,0.249,0.873,0.005,0.008,0.010,0.002,0.102,0.154,0.321,0.525,0.211,0.079,0.468,0.547,0.366,0.171,0.323,0.169,46426.000,0.552,0.045,0.227,0.264,0.193,0.235,0.144,0.001,0.163,0.153
16029,6862,0.508,0.492,0.054,0.969,0.000,0.001,0.001,0.000,0.029,0.080,0.352,0.568,0.353,0.271,0.231,0.502,0.276,0.094,0.195,0.066,58750.000,0.540,0.015,0.213,0.314,0.149,0.192,0.179,0.000,0.167,0.076
