ID,Total Population,% Male,% Female,% Hispanic,% White,% Black,% Asian,% Native Americans,% Hawaiian/Pacific Islander,% Other,% Less Than High School,% High School/GED,% More Than High School,% Speak English Not Well,% Foreign-Born entered U.S. after 2010,% Foreign-Born entered U.S. 1990-2009,% Foreign-Born entered U.S. after 1990,% Foreign-Born entered U.S. before 1990,% Below 100 Poverty,% Below 150 Poverty,% SNAP/Food Stamps,Median HH Income,% Employed,% Unemployed,% Not in Labor Force,% Management/Professional Occupation,% Service Occupation,% Sales/Office Occupation,% Natural Resources/Construction/Maitanance Occupation,% Military Occupation,% Production/Transportation/Moving Occupation,% No Health Insurance
1001,55036,0.489,0.511,0.027,0.766,0.191,0.009,0.003,0.001,0.030,0.123,0.336,0.541,0.219,0.116,0.284,0.400,0.264,0.137,0.240,0.129,55317.000,0.541,0.030,0.235,0.348,0.179,0.226,0.081,0.011,0.153,0.088
1003,203360,0.489,0.511,0.044,0.865,0.095,0.007,0.008,0.000,0.024,0.098,0.278,0.624,0.083,0.147,0.361,0.508,0.269,0.118,0.206,0.081,52562.000,0.512,0.031,0.220,0.361,0.180,0.257,0.096,0.000,0.106,0.108
1005,26201,0.533,0.467,0.042,0.466,0.480,0.006,0.002,0.000,0.046,0.269,0.355,0.376,0.211,0.074,0.609,0.682,0.132,0.272,0.418,0.265,33368.000,0.379,0.057,0.348,0.254,0.168,0.225,0.114,0.000,0.239,0.123
1007,22580,0.543,0.457,0.024,0.767,0.221,0.000,0.004,0.000,0.009,0.179,0.439,0.383,0.183,0.259,0.312,0.571,0.196,0.152,0.261,0.128,43404.000,0.416,0.039,0.360,0.245,0.178,0.196,0.153,0.000,0.228,0.081
1009,57667,0.494,0.506,0.090,0.955,0.016,0.001,0.004,0.000,0.024,0.202,0.323,0.475,0.242,0.114,0.638,0.752,0.153,0.156,0.280,0.107,47412.000,0.444,0.023,0.314,0.286,0.129,0.233,0.158,0.000,0.193,0.110
1011,10478,0.536,0.464,0.003,0.219,0.756,0.007,0.010,0.000,0.007,0.286,0.366,0.348,0.391,0.149,0.297,0.446,0.325,0.285,0.390,0.246,29655.000,0.466,0.068,0.279,0.197,0.171,0.186,0.140,0.000,0.306,0.141
1013,20126,0.468,0.532,0.003,0.524,0.449,0.011,0.001,0.000,0.016,0.189,0.404,0.407,0.479,0.281,0.346,0.627,0.096,0.244,0.391,0.193,36326.000,0.454,0.040,0.273,0.270,0.168,0.183,0.118,0.001,0.260,0.114
1015,115527,0.481,0.519,0.036,0.746,0.205,0.010,0.004,0.000,0.035,0.168,0.322,0.510,0.213,0.122,0.353,0.475,0.220,0.186,0.300,0.178,43686.000,0.481,0.056,0.255,0.287,0.172,0.238,0.105,0.003,0.195,0.104
1017,33895,0.481,0.519,0.022,0.577,0.393,0.010,0.003,0.000,0.017,0.191,0.384,0.424,0.109,0.175,0.394,0.568,0.132,0.188,0.341,0.164,37342.000,0.501,0.035,0.234,0.246,0.135,0.232,0.112,0.000,0.275,0.122
1019,25855,0.497,0.503,0.016,0.931,0.050,0.002,0.005,0.000,0.012,0.205,0.382,0.413,0.094,0.041,0.228,0.269,0.521,0.161,0.293,0.172,40041.000,0.440,0.025,0.282,0.286,0.146,0.182,0.119,0.000,0.267,0.090
1021,43805,0.492,0.508,0.077,0.833,0.096,0.004,0.006,0.000,0.061,0.182,0.434,0.384,0.292,0.126,0.640,0.766,0.111,0.194,0.328,0.182,43501.000,0.483,0.037,0.283,0.251,0.147,0.240,0.154,0.001,0.208,0.148
1023,13188,0.476,0.524,0.005,0.565,0.423,0.001,0.000,0.000,0.010,0.199,0.399,0.402,0.000,0.024,0.415,0.439,0.171,0.223,0.342,0.257,32122.000,0.371,0.043,0.325,0.239,0.153,0.217,0.173,0.000,0.218,0.110
1025,24625,0.473,0.527,0.002,0.532,0.457,0.005,0.001,0.001,0.004,0.185,0.443,0.371,0.165,0.008,0.183,0.191,0.618,0.253,0.381,0.194,33827.000,0.371,0.070,0.330,0.218,0.141,0.246,0.139,0.000,0.257,0.109
1027,13407,0.483,0.517,0.031,0.832,0.148,0.000,0.009,0.000,0.011,0.267,0.337,0.396,0.159,0.000,0.805,0.805,0.195,0.191,0.333,0.149,37287.000,0.473,0.034,0.253,0.226,0.149,0.188,0.123,0.000,0.314,0.132
1029,14939,0.493,0.507,0.024,0.946,0.028,0.005,0.003,0.000,0.018,0.242,0.374,0.384,0.296,0.024,0.547,0.571,0.165,0.191,0.288,0.156,37396.000,0.464,0.041,0.259,0.246,0.122,0.234,0.180,0.000,0.219,0.144
1031,51073,0.494,0.506,0.067,0.763,0.173,0.013,0.011,0.000,0.041,0.146,0.293,0.561,0.197,0.100,0.282,0.382,0.227,0.161,0.249,0.133,49821.000,0.503,0.034,0.234,0.305,0.165,0.201,0.127,0.021,0.180,0.105
1033,54435,0.480,0.520,0.024,0.796,0.160,0.005,0.007,0.000,0.031,0.161,0.337,0.502,0.147,0.276,0.296,0.572,0.213,0.168,0.267,0.125,45477.000,0.476,0.037,0.254,0.273,0.152,0.260,0.114,0.002,0.199,0.086
1035,12649,0.478,0.522,0.018,0.513,0.465,0.000,0.002,0.000,0.020,0.210,0.480,0.310,0.000,0.137,0.187,0.324,0.417,0.264,0.402,0.176,30434.000,0.362,0.066,0.309,0.157,0.192,0.246,0.129,0.000,0.276,0.157
1037,10955,0.500,0.500,0.001,0.654,0.332,0.000,0.001,0.000,0.013,0.232,0.385,0.383,0.373,0.393,0.074,0.467,0.007,0.144,0.331,0.141,34792.000,0.395,0.050,0.307,0.179,0.220,0.247,0.147,0.000,0.207,0.100
1039,37519,0.483,0.517,0.016,0.846,0.132,0.004,0.003,0.000,0.014,0.180,0.356,0.465,0.296,0.000,0.336,0.336,0.350,0.176,0.288,0.140,39467.000,0.456,0.057,0.234,0.293,0.141,0.221,0.158,0.002,0.184,0.118
1041,13866,0.489,0.511,0.018,0.715,0.236,0.014,0.008,0.000,0.027,0.207,0.378,0.415,0.437,0.093,0.682,0.775,0.151,0.176,0.303,0.184,38937.000,0.480,0.035,0.257,0.263,0.132,0.238,0.133,0.007,0.228,0.107
1043,81703,0.492,0.508,0.042,0.955,0.012,0.006,0.004,0.000,0.022,0.179,0.359,0.463,0.185,0.090,0.622,0.712,0.176,0.164,0.273,0.122,40997.000,0.467,0.029,0.281,0.290,0.147,0.236,0.142,0.001,0.183,0.134
1045,49393,0.497,0.503,0.061,0.733,0.194,0.010,0.005,0.000,0.057,0.140,0.326,0.534,0.195,0.129,0.189,0.317,0.188,0.196,0.304,0.181,44711.000,0.436,0.053,0.249,0.274,0.142,0.234,0.124,0.046,0.180,0.123
1047,40755,0.462,0.538,0.010,0.282,0.704,0.004,0.000,0.001,0.009,0.187,0.366,0.447,0.052,0.090,0.537,0.627,0.240,0.319,0.460,0.319,30065.000,0.423,0.072,0.295,0.264,0.183,0.211,0.089,0.002,0.251,0.121
1049,71194,0.496,0.504,0.143,0.863,0.015,0.003,0.014,0.009,0.097,0.264,0.340,0.397,0.270,0.087,0.746,0.833,0.104,0.215,0.376,0.179,38842.000,0.485,0.027,0.283,0.238,0.152,0.206,0.124,0.000,0.279,0.151
1051,80989,0.486,0.514,0.029,0.752,0.214,0.006,0.003,0.000,0.025,0.136,0.341,0.523,0.230,0.081,0.340,0.421,0.186,0.135,0.213,0.139,54981.000,0.484,0.039,0.294,0.348,0.131,0.262,0.108,0.005,0.145,0.077
1053,37621,0.514,0.486,0.022,0.614,0.322,0.004,0.036,0.001,0.022,0.190,0.438,0.372,0.267,0.070,0.453,0.523,0.036,0.238,0.377,0.187,35026.000,0.382,0.064,0.342,0.246,0.216,0.247,0.109,0.000,0.183,0.156
1055,103132,0.482,0.518,0.037,0.809,0.156,0.007,0.007,0.001,0.021,0.169,0.325,0.506,0.334,0.104,0.526,0.630,0.218,0.179,0.302,0.154,42064.000,0.469,0.041,0.269,0.300,0.185,0.218,0.093,0.000,0.204,0.117
1057,16657,0.492,0.508,0.017,0.855,0.121,0.005,0.000,0.000,0.019,0.204,0.379,0.417,0.000,0.190,0.333,0.524,0.252,0.181,0.307,0.186,36541.000,0.441,0.041,0.270,0.290,0.174,0.191,0.108,0.002,0.235,0.083
1059,31507,0.502,0.498,0.163,0.859,0.048,0.004,0.009,0.001,0.079,0.236,0.375,0.389,0.306,0.101,0.680,0.781,0.172,0.230,0.367,0.196,39501.000,0.484,0.042,0.265,0.244,0.139,0.209,0.118,0.000,0.288,0.120
1061,26572,0.490,0.510,0.038,0.866,0.092,0.004,0.007,0.000,0.031,0.210,0.357,0.433,0.134,0.000,0.338,0.338,0.270,0.225,0.344,0.168,39293.000,0.457,0.047,0.254,0.228,0.165,0.215,0.187,0.007,0.198,0.139
1063,8533,0.476,0.524,0.012,0.171,0.803,0.000,0.006,0.000,0.020,0.234,0.370,0.396,0.000,0.200,0.000,0.200,0.400,0.388,0.503,0.398,20954.000,0.322,0.061,0.370,0.224,0.180,0.256,0.093,0.000,0.247,0.131
1065,14995,0.470,0.530,0.013,0.395,0.587,0.002,0.002,0.000,0.014,0.189,0.427,0.383,0.024,0.000,0.357,0.357,0.433,0.261,0.414,0.253,34679.000,0.402,0.056,0.315,0.273,0.186,0.229,0.113,0.004,0.195,0.107
1067,17110,0.480,0.520,0.025,0.710,0.278,0.000,0.000,0.000,0.012,0.194,0.339,0.468,0.218,0.131,0.406,0.537,0.237,0.137,0.288,0.165,45569.000,0.462,0.032,0.248,0.327,0.189,0.196,0.112,0.001,0.175,0.108
1069,104108,0.479,0.521,0.032,0.694,0.267,0.009,0.004,0.000,0.026,0.147,0.319,0.535,0.180,0.074,0.428,0.502,0.226,0.185,0.306,0.150,42803.000,0.501,0.043,0.247,0.311,0.186,0.256,0.102,0.001,0.144,0.110
1071,52326,0.491,0.509,0.029,0.910,0.032,0.005,0.011,0.001,0.041,0.186,0.407,0.406,0.158,0.172,0.535,0.707,0.213,0.190,0.346,0.129,39281.000,0.448,0.038,0.282,0.260,0.130,0.215,0.114,0.000,0.280,0.106
1073,659460,0.474,0.526,0.037,0.521,0.426,0.015,0.002,0.000,0.035,0.106,0.268,0.626,0.212,0.161,0.540,0.701,0.155,0.176,0.274,0.152,49321.000,0.542,0.047,0.226,0.390,0.169,0.253,0.072,0.001,0.116,0.103
1075,14021,0.490,0.510,0.015,0.875,0.108,0.000,0.003,0.000,0.014,0.205,0.376,0.419,0.020,0.141,0.636,0.778,0.111,0.231,0.359,0.182,36016.000,0.447,0.041,0.257,0.288,0.145,0.191,0.130,0.000,0.247,0.106
1077,92590,0.478,0.522,0.025,0.869,0.101,0.007,0.004,0.000,0.020,0.141,0.353,0.506,0.176,0.200,0.380,0.580,0.249,0.163,0.274,0.139,44888.000,0.496,0.035,0.238,0.312,0.184,0.244,0.106,0.002,0.152,0.103
1079,33288,0.486,0.514,0.021,0.780,0.114,0.001,0.052,0.000,0.053,0.220,0.408,0.372,0.115,0.000,0.588,0.588,0.127,0.166,0.276,0.171,43779.000,0.446,0.036,0.309,0.238,0.155,0.187,0.147,0.001,0.272,0.097
1081,156597,0.493,0.507,0.037,0.699,0.231,0.038,0.001,0.000,0.031,0.101,0.245,0.654,0.185,0.279,0.396,0.675,0.124,0.220,0.321,0.121,47564.000,0.546,0.034,0.282,0.407,0.165,0.227,0.070,0.007,0.125,0.087
1083,91695,0.500,0.500,0.058,0.816,0.131,0.013,0.008,0.001,0.032,0.163,0.307,0.530,0.155,0.102,0.513,0.615,0.164,0.148,0.235,0.129,52831.000,0.509,0.040,0.269,0.359,0.154,0.216,0.112,0.001,0.158,0.112
1085,10362,0.472,0.528,0.007,0.247,0.745,0.000,0.001,0.000,0.007,0.240,0.361,0.399,0.052,0.000,0.089,0.089,0.187,0.302,0.426,0.334,29785.000,0.417,0.054,0.308,0.230,0.179,0.204,0.117,0.000,0.270,0.123
1087,19358,0.461,0.539,0.016,0.158,0.822,0.002,0.003,0.000,0.016,0.184,0.323,0.493,0.012,0.188,0.298,0.486,0.170,0.259,0.405,0.280,32308.000,0.422,0.076,0.291,0.292,0.235,0.196,0.078,0.001,0.198,0.101
1089,353213,0.489,0.511,0.047,0.685,0.242,0.026,0.006,0.001,0.040,0.092,0.211,0.697,0.178,0.114,0.391,0.505,0.227,0.136,0.214,0.108,61318.000,0.568,0.040,0.214,0.462,0.151,0.216,0.064,0.002,0.105,0.097
1091,19743,0.468,0.532,0.004,0.454,0.541,0.000,0.001,0.000,0.005,0.168,0.396,0.435,0.213,0.291,0.466,0.757,0.107,0.256,0.400,0.241,32255.000,0.404,0.061,0.302,0.291,0.173,0.208,0.116,0.000,0.212,0.107
1093,30058,0.495,0.505,0.025,0.933,0.033,0.003,0.004,0.000,0.027,0.193,0.353,0.454,0.157,0.219,0.425,0.644,0.219,0.176,0.314,0.158,35719.000,0.465,0.028,0.254,0.248,0.165,0.239,0.118,0.002,0.228,0.096
1095,94738,0.494,0.506,0.133,0.926,0.022,0.006,0.007,0.001,0.038,0.200,0.313,0.487,0.394,0.097,0.679,0.775,0.147,0.210,0.348,0.163,41104.000,0.492,0.036,0.259,0.283,0.156,0.221,0.131,0.000,0.208,0.154
1097,414328,0.478,0.522,0.028,0.593,0.353,0.020,0.006,0.000,0.028,0.137,0.326,0.537,0.149,0.157,0.403,0.560,0.243,0.193,0.298,0.176,45802.000,0.502,0.042,0.265,0.323,0.175,0.255,0.098,0.002,0.146,0.121
1099,21745,0.476,0.524,0.013,0.551,0.415,0.005,0.013,0.000,0.016,0.170,0.467,0.363,0.119,0.000,0.364,0.364,0.515,0.337,0.445,0.170,26036.000,0.331,0.096,0.338,0.288,0.185,0.203,0.142,0.000,0.182,0.150
1101,227120,0.473,0.527,0.034,0.370,0.573,0.025,0.002,0.000,0.030,0.143,0.256,0.601,0.247,0.237,0.390,0.627,0.192,0.208,0.316,0.195,46545.000,0.529,0.045,0.242,0.369,0.187,0.241,0.055,0.007,0.142,0.111
1103,119157,0.493,0.507,0.080,0.812,0.124,0.007,0.006,0.000,0.051,0.175,0.299,0.527,0.301,0.137,0.511,0.648,0.164,0.166,0.266,0.140,47529.000,0.510,0.036,0.250,0.304,0.161,0.237,0.107,0.000,0.191,0.112
1105,9680,0.478,0.522,0.007,0.297,0.696,0.002,0.001,0.000,0.004,0.200,0.420,0.381,0.274,0.178,0.489,0.667,0.000,0.419,0.570,0.364,22973.000,0.297,0.043,0.431,0.237,0.219,0.266,0.052,0.000,0.226,0.142
1107,20170,0.476,0.524,0.041,0.560,0.406,0.001,0.001,0.000,0.031,0.202,0.378,0.420,0.353,0.286,0.338,0.624,0.244,0.229,0.379,0.172,36220.000,0.398,0.058,0.324,0.227,0.178,0.228,0.128,0.000,0.239,0.089
1109,33287,0.478,0.522,0.008,0.571,0.380,0.022,0.006,0.000,0.021,0.189,0.330,0.480,0.253,0.448,0.352,0.800,0.096,0.263,0.360,0.161,35684.000,0.491,0.049,0.286,0.313,0.164,0.243,0.088,0.000,0.192,0.088
1111,22530,0.488,0.512,0.030,0.770,0.200,0.002,0.002,0.002,0.025,0.214,0.367,0.419,0.053,0.002,0.600,0.602,0.215,0.187,0.301,0.153,39485.000,0.445,0.029,0.281,0.236,0.135,0.214,0.130,0.000,0.285,0.123
1113,58480,0.486,0.514,0.052,0.506,0.427,0.007,0.004,0.002,0.055,0.171,0.324,0.505,0.201,0.061,0.449,0.510,0.117,0.209,0.328,0.201,38988.000,0.480,0.053,0.274,0.278,0.198,0.241,0.095,0.029,0.158,0.138
1115,86937,0.500,0.500,0.023,0.874,0.093,0.008,0.003,0.000,0.021,0.158,0.362,0.480,0.178,0.105,0.505,0.610,0.221,0.137,0.228,0.124,53483.000,0.529,0.033,0.241,0.289,0.159,0.258,0.125,0.000,0.169,0.079
1117,208721,0.486,0.514,0.058,0.807,0.118,0.019,0.002,0.000,0.053,0.079,0.209,0.711,0.195,0.127,0.522,0.649,0.203,0.083,0.146,0.054,74063.000,0.602,0.027,0.195,0.443,0.136,0.268,0.074,0.001,0.077,0.074
1119,13084,0.461,0.539,0.003,0.247,0.708,0.030,0.005,0.000,0.009,0.173,0.397,0.429,0.231,0.680,0.160,0.840,0.000,0.360,0.477,0.315,21663.000,0.379,0.062,0.359,0.258,0.273,0.217,0.050,0.003,0.198,0.169
1121,80888,0.484,0.516,0.022,0.643,0.321,0.006,0.004,0.000,0.026,0.195,0.351,0.454,0.225,0.189,0.399,0.588,0.144,0.193,0.329,0.175,39219.000,0.445,0.052,0.298,0.287,0.161,0.221,0.105,0.001,0.225,0.102
1123,40756,0.481,0.519,0.024,0.698,0.275,0.004,0.004,0.000,0.018,0.192,0.340,0.468,0.092,0.086,0.521,0.607,0.120,0.212,0.315,0.186,42181.000,0.436,0.046,0.273,0.285,0.147,0.210,0.117,0.000,0.241,0.094
1125,204424,0.483,0.517,0.035,0.647,0.313,0.015,0.002,0.000,0.023,0.118,0.294,0.588,0.152,0.286,0.415,0.701,0.132,0.173,0.268,0.106,50513.000,0.523,0.039,0.289,0.356,0.175,0.209,0.087,0.001,0.171,0.086
1127,64927,0.488,0.512,0.024,0.912,0.061,0.005,0.002,0.000,0.021,0.200,0.373,0.427,0.302,0.069,0.539,0.608,0.206,0.215,0.341,0.165,38872.000,0.442,0.050,0.279,0.261,0.176,0.236,0.141,0.001,0.185,0.116
1129,16746,0.498,0.502,0.005,0.655,0.246,0.009,0.076,0.000,0.014,0.176,0.448,0.376,0.256,0.023,0.731,0.753,0.097,0.220,0.312,0.152,42185.000,0.402,0.051,0.334,0.207,0.160,0.221,0.187,0.000,0.224,0.095
1131,10919,0.467,0.533,0.005,0.269,0.721,0.000,0.001,0.000,0.009,0.209,0.432,0.359,0.136,0.000,0.000,0.000,0.000,0.319,0.437,0.248,27012.000,0.321,0.068,0.381,0.243,0.211,0.182,0.071,0.010,0.282,0.149
1133,23968,0.494,0.506,0.030,0.965,0.005,0.003,0.003,0.001,0.023,0.228,0.362,0.411,0.246,0.027,0.645,0.672,0.125,0.187,0.349,0.155,35362.000,0.420,0.047,0.281,0.235,0.147,0.223,0.119,0.001,0.275,0.117
2013,3338,0.614,0.386,0.097,0.172,0.052,0.262,0.381,0.014,0.119,0.142,0.416,0.441,0.265,0.286,0.463,0.750,0.176,0.167,0.260,0.131,66607.000,0.769,0.020,0.117,0.162,0.133,0.096,0.152,0.000,0.457,0.482
2016,5784,0.612,0.388,0.135,0.298,0.051,0.383,0.118,0.026,0.125,0.117,0.391,0.492,0.144,0.217,0.462,0.680,0.169,0.075,0.169,0.046,85192.000,0.777,0.016,0.124,0.178,0.147,0.164,0.144,0.014,0.353,0.212
2020,298225,0.511,0.489,0.089,0.637,0.055,0.093,0.073,0.024,0.119,0.066,0.238,0.696,0.148,0.129,0.397,0.526,0.249,0.081,0.146,0.082,82271.000,0.632,0.039,0.173,0.393,0.167,0.235,0.089,0.024,0.092,0.132
2050,17957,0.525,0.475,0.022,0.110,0.007,0.009,0.827,0.000,0.048,0.198,0.447,0.355,0.043,0.123,0.538,0.661,0.291,0.270,0.452,0.392,53853.000,0.473,0.119,0.303,0.359,0.195,0.244,0.094,0.001,0.107,0.234
2060,917,0.580,0.420,0.045,0.520,0.004,0.014,0.346,0.003,0.112,0.074,0.349,0.577,0.000,0.154,0.256,0.410,0.256,0.071,0.150,0.075,79500.000,0.642,0.046,0.174,0.295,0.182,0.209,0.157,0.010,0.147,0.201
2068,2303,0.507,0.493,0.007,0.830,0.002,0.047,0.022,0.000,0.099,0.013,0.286,0.702,0.041,0.567,0.119,0.685,0.015,0.155,0.221,0.052,83295.000,0.731,0.014,0.152,0.231,0.350,0.207,0.097,0.010,0.105,0.208
2070,4974,0.520,0.480,0.031,0.175,0.004,0.015,0.729,0.000,0.077,0.136,0.387,0.477,0.024,0.098,0.520,0.618,0.382,0.166,0.300,0.262,58708.000,0.522,0.071,0.295,0.432,0.137,0.226,0.107,0.000,0.099,0.239
2090,100031,0.540,0.460,0.077,0.762,0.042,0.031,0.068,0.005,0.091,0.054,0.217,0.729,0.078,0.123,0.285,0.408,0.197,0.077,0.142,0.072,76250.000,0.569,0.050,0.187,0.348,0.140,0.211,0.144,0.064,0.092,0.102
2100,2537,0.521,0.479,0.028,0.801,0.000,0.039,0.076,0.002,0.080,0.034,0.284,0.682,0.075,0.080,0.105,0.185,0.425,0.084,0.164,0.082,70640.000,0.576,0.019,0.131,0.354,0.178,0.226,0.112,0.000,0.129,0.194
2105,2146,0.523,0.477,0.055,0.458,0.029,0.027,0.391,0.001,0.095,0.097,0.373,0.530,0.000,0.413,0.287,0.699,0.175,0.111,0.216,0.155,57900.000,0.508,0.075,0.191,0.332,0.227,0.167,0.170,0.005,0.099,0.258
2110,32434,0.514,0.486,0.064,0.689,0.011,0.073,0.111,0.010,0.106,0.040,0.205,0.755,0.098,0.149,0.391,0.540,0.238,0.074,0.112,0.076,90749.000,0.648,0.033,0.169,0.466,0.146,0.205,0.103,0.004,0.076,0.116
2122,57961,0.522,0.478,0.040,0.836,0.005,0.015,0.073,0.003,0.067,0.074,0.312,0.614,0.064,0.175,0.188,0.363,0.330,0.110,0.205,0.090,65279.000,0.522,0.049,0.241,0.327,0.185,0.214,0.155,0.002,0.118,0.182
2130,13745,0.514,0.486,0.048,0.672,0.005,0.080,0.141,0.000,0.101,0.081,0.304,0.616,0.131,0.175,0.459,0.634,0.229,0.106,0.162,0.155,67321.000,0.594,0.046,0.177,0.296,0.171,0.274,0.111,0.006,0.142,0.141
2150,13773,0.535,0.465,0.089,0.537,0.002,0.221,0.133,0.011,0.095,0.115,0.289,0.596,0.226,0.176,0.493,0.669,0.276,0.093,0.148,0.087,74167.000,0.624,0.037,0.172,0.271,0.178,0.158,0.134,0.020,0.238,0.220
2158,8129,0.534,0.466,0.016,0.040,0.008,0.005,0.905,0.000,0.042,0.218,0.522,0.259,0.027,0.395,0.261,0.655,0.303,0.391,0.620,0.580,36468.000,0.395,0.163,0.356,0.307,0.242,0.210,0.122,0.001,0.118,0.236
2164,1301,0.508,0.492,0.015,0.224,0.007,0.022,0.676,0.002,0.069,0.123,0.451,0.426,0.085,0.469,0.143,0.612,0.224,0.165,0.345,0.243,45208.000,0.562,0.089,0.249,0.375,0.168,0.143,0.170,0.000,0.143,0.323
2170,101135,0.522,0.478,0.046,0.832,0.011,0.013,0.051,0.002,0.091,0.079,0.321,0.599,0.106,0.098,0.360,0.458,0.219,0.098,0.164,0.098,74887.000,0.532,0.059,0.269,0.322,0.172,0.219,0.183,0.006,0.099,0.163
2180,9869,0.532,0.468,0.024,0.164,0.008,0.014,0.735,0.003,0.076,0.151,0.435,0.414,0.040,0.168,0.381,0.549,0.320,0.249,0.380,0.313,53821.000,0.507,0.104,0.278,0.337,0.240,0.223,0.106,0.003,0.091,0.261
2185,9757,0.625,0.375,0.041,0.319,0.007,0.058,0.521,0.019,0.076,0.116,0.400,0.484,0.030,0.093,0.336,0.428,0.231,0.102,0.187,0.159,77266.000,0.691,0.074,0.148,0.316,0.146,0.173,0.176,0.008,0.181,0.223
2188,7715,0.540,0.460,0.025,0.117,0.008,0.009,0.818,0.000,0.049,0.193,0.464,0.343,0.024,0.354,0.315,0.669,0.102,0.253,0.364,0.335,61533.000,0.480,0.125,0.289,0.363,0.201,0.198,0.123,0.000,0.116,0.315
2195,3275,0.526,0.474,0.106,0.762,0.006,0.068,0.072,0.011,0.082,0.105,0.299,0.596,0.025,0.064,0.473,0.538,0.314,0.078,0.138,0.097,63490.000,0.604,0.030,0.151,0.229,0.155,0.189,0.256,0.003,0.168,0.127
2198,6473,0.542,0.458,0.037,0.470,0.002,0.011,0.407,0.006,0.104,0.100,0.378,0.522,0.000,0.122,0.413,0.536,0.219,0.160,0.264,0.192,52114.000,0.499,0.084,0.242,0.290,0.177,0.188,0.178,0.000,0.167,0.279
2220,8810,0.513,0.487,0.063,0.648,0.010,0.069,0.143,0.004,0.126,0.065,0.265,0.670,0.141,0.192,0.275,0.468,0.356,0.092,0.142,0.092,70765.000,0.616,0.033,0.169,0.399,0.145,0.232,0.113,0.004,0.107,0.179
2230,1038,0.572,0.428,0.068,0.828,0.009,0.040,0.066,0.000,0.057,0.076,0.234,0.690,0.036,0.025,0.322,0.347,0.372,0.056,0.117,0.043,70673.000,0.700,0.061,0.113,0.298,0.243,0.221,0.088,0.000,0.150,0.215
2240,6889,0.553,0.447,0.052,0.781,0.017,0.019,0.115,0.000,0.067,0.085,0.331,0.584,0.123,0.116,0.531,0.647,0.157,0.139,0.209,0.114,63866.000,0.520,0.079,0.220,0.308,0.217,0.145,0.222,0.017,0.091,0.177
2261,9439,0.519,0.481,0.048,0.732,0.001,0.028,0.142,0.006,0.090,0.041,0.280,0.679,0.065,0.055,0.449,0.504,0.200,0.074,0.131,0.048,86019.000,0.589,0.052,0.180,0.258,0.175,0.211,0.253,0.007,0.095,0.166
2275,2475,0.517,0.483,0.032,0.659,0.002,0.031,0.221,0.000,0.086,0.110,0.366,0.523,0.208,0.278,0.429,0.707,0.113,0.117,0.219,0.139,56094.000,0.500,0.039,0.192,0.350,0.168,0.238,0.137,0.000,0.107,0.151
2282,682,0.537,0.463,0.056,0.460,0.009,0.054,0.290,0.013,0.173,0.081,0.406,0.513,0.132,0.167,0.426,0.593,0.167,0.062,0.186,0.114,64583.000,0.608,0.047,0.172,0.252,0.185,0.235,0.207,0.000,0.120,0.201
2290,5453,0.538,0.462,0.021,0.226,0.001,0.007,0.710,0.000,0.056,0.153,0.417,0.430,0.010,0.156,0.312,0.468,0.377,0.255,0.388,0.334,37819.000,0.469,0.118,0.242,0.341,0.202,0.200,0.149,0.001,0.106,0.323
4001,71602,0.494,0.506,0.061,0.228,0.005,0.003,0.733,0.001,0.030,0.214,0.330,0.456,0.098,0.207,0.399,0.606,0.298,0.359,0.505,0.263,32360.000,0.320,0.055,0.441,0.296,0.253,0.207,0.116,0.000,0.128,0.229
4003,126516,0.507,0.493,0.350,0.844,0.038,0.018,0.012,0.004,0.084,0.129,0.230,0.641,0.164,0.086,0.279,0.365,0.391,0.181,0.298,0.159,47847.000,0.398,0.034,0.278,0.327,0.226,0.229,0.097,0.053,0.067,0.090
4005,138639,0.492,0.508,0.139,0.636,0.014,0.019,0.266,0.001,0.064,0.103,0.213,0.683,0.086,0.173,0.422,0.594,0.225,0.210,0.311,0.125,53523.000,0.552,0.052,0.258,0.366,0.225,0.224,0.085,0.000,0.099,0.137
4007,53145,0.495,0.505,0.186,0.775,0.006,0.009,0.158,0.000,0.052,0.150,0.275,0.575,0.114,0.119,0.362,0.481,0.380,0.219,0.351,0.174,41179.000,0.379,0.054,0.237,0.320,0.223,0.219,0.148,0.000,0.090,0.124
4009,37700,0.537,0.463,0.325,0.790,0.020,0.007,0.132,0.002,0.049,0.142,0.313,0.545,0.110,0.199,0.439,0.638,0.202,0.214,0.320,0.187,48173.000,0.410,0.059,0.361,0.277,0.215,0.243,0.155,0.000,0.110,0.088
4011,9368,0.533,0.467,0.464,0.911,0.020,0.004,0.040,0.000,0.025,0.103,0.370,0.526,0.117,0.095,0.662,0.757,0.119,0.115,0.227,0.083,56298.000,0.508,0.043,0.291,0.241,0.164,0.141,0.286,0.000,0.168,0.076
4012,20477,0.514,0.486,0.263,0.753,0.009,0.008,0.127,0.002,0.100,0.228,0.370,0.402,0.255,0.216,0.378,0.594,0.364,0.197,0.337,0.137,36479.000,0.313,0.038,0.212,0.263,0.266,0.186,0.182,0.000,0.103,0.123
4013,4155501,0.495,0.505,0.306,0.780,0.054,0.039,0.019,0.002,0.106,0.129,0.228,0.643,0.197,0.129,0.501,0.629,0.284,0.157,0.249,0.109,58580.000,0.567,0.037,0.213,0.373,0.180,0.266,0.084,0.001,0.095,0.123
